year,region,metro_area,employed_count_total_sex_file,male_employed_count,female_employed_count,female_employed_share,male_female_employed_count_gap,male_female_employed_share_gap,period_count_employment_region_sex,employed_count_total_age_file,youth_employed_count,youth_employed_share,middle_age_employed_count,middle_age_employed_share,senior_employed_count,senior_employed_share,working_age_employed_count,period_count_employment_region_age,employed_count_total_status_file,non_wage_worker_share,self_employed_share,employer_self_employed_share,own_account_self_employed_share,unpaid_family_worker_share,wage_worker_share,regular_worker_share,temporary_worker_share,daily_worker_share,period_count_employment_status,employed_count_total_hours_file,very_short_hours_worker_share,short_hours_worker_share,standard_hours_worker_share,extended_hours_worker_share,long_hours_worker_share,period_count_employment_hours,life_satisfaction,life_satisfaction_period_count,temporary_worker_ratio,daily_worker_ratio,self_employed_ratio,short_hours_worker_ratio,long_hours_worker_ratio
2025,강원,비수도권,852.6666666666666,465.0,387.6666666666667,45.465207193119625,77.33333333333331,9.069585613760749,3,852.6666666666666,85.66666666666667,10.046911649726349,481.33333333333337,56.450351837372956,286.0,33.54182955433933,658.0,3,852.6666666666666,29.20250195465207,23.846755277560597,3.7138389366692732,20.13291634089132,5.433932759968726,70.79749804534792,48.55355746677092,18.881939014855355,3.362001563721658,3,852.6666666666666,12.43158717748241,29.710711493354186,43.51055512118843,24.39405785770133,8.05316653635653,3,,,18.881939014855355,3.362001563721658,23.846755277560597,29.710711493354186,8.05316653635653
2025,경기,수도권,7767.666666666667,4372.333333333333,3395.0,43.706818864523875,977.333333333333,12.582070977985662,3,7767.666666666667,970.0,12.487662532721108,5224.333333333334,67.25743466506458,1573.3333333333333,20.254902802214307,6892.0,3,7767.666666666667,18.77440672874737,17.2252499678153,5.179590610650989,12.041368064197743,1.5491567609320687,81.2298845642192,61.198128996266576,16.43994335493284,3.5918122130197827,3,7767.666666666667,7.968931038922027,21.078831051795905,50.93764751319573,26.301334592112603,8.771402823670773,3,,,16.43994335493284,3.5918122130197827,17.2252499678153,21.078831051795905,8.771402823670773
2025,경남,비수도권,1824.6666666666667,1042.3333333333333,782.3333333333334,42.875411033978814,259.9999999999999,14.249177932042375,3,1824.6666666666667,173.66666666666666,9.517720131530872,1149.3333333333333,62.9886737303617,502.6666666666667,27.54841066861527,1514.0,3,1824.6666666666667,29.338691998538547,25.118743149433687,5.443916697113627,19.674826452320058,4.219948849104859,70.66130800146144,53.69017172086225,15.363536719035439,1.6258677383997076,3,1824.6666666666667,7.690902447935696,23.310193642674463,43.84362440628425,31.4760686883449,11.344537815126051,3,,,15.363536719035439,1.6258677383997076,25.118743149433687,23.310193642674463,11.344537815126051
2025,경북,비수도권,1474.0,834.3333333333334,639.3333333333334,43.37403889642696,195.0,13.22930800542741,3,1474.0,152.33333333333334,10.334690185436454,825.6666666666667,56.015377657168706,496.3333333333333,33.67254635911352,1142.6666666666667,3,1474.0,34.780642243328806,28.132066938037088,3.9800995024875623,24.151967435549526,6.671189507010403,65.21935775667119,46.90185436454094,15.015829941203076,3.346901854364541,3,1474.0,11.329715061058344,25.12437810945274,44.50474898236092,29.443690637720486,10.199004975124378,3,,,15.015829941203076,3.346901854364541,28.132066938037088,25.12437810945274,10.199004975124378
2025,광주,비수도권,775.6666666666666,430.6666666666667,345.3333333333333,44.520842286205415,85.33333333333337,11.001289213579723,3,775.6666666666666,89.66666666666667,11.559948431456812,513.3333333333334,66.1796304254405,173.33333333333334,22.346368715083802,671.6666666666666,3,775.6666666666666,19.853889127632147,17.834121186076494,4.598195100988397,13.235926085088098,2.019767941555651,80.14611087236786,58.53029651912334,17.70519982810486,3.953588311130211,3,775.6666666666666,10.313708637730985,21.787709497206706,49.63472281908036,27.288354103996564,9.669101847872797,3,,,17.70519982810486,3.953588311130211,17.834121186076494,21.787709497206706,9.669101847872797
2025,대구,비수도권,1214.3333333333333,654.0,560.6666666666666,46.17073840241559,93.33333333333337,7.685973099094157,3,1214.3333333333333,136.0,11.199560801537196,791.3333333333333,65.16607191874829,287.0,23.63436727971452,1042.0,3,1214.3333333333333,24.23826516607192,21.5756244853143,6.560527038155367,15.015097447158936,2.6351907768322813,75.78918473785342,56.49190227834203,15.64644523744167,3.6233873181443865,3,1214.3333333333333,9.003568487510293,23.05791929728246,48.61377985177052,27.175404886082898,6.780126269558057,3,,,15.64644523744167,3.6233873181443865,21.5756244853143,23.05791929728246,6.780126269558057
2025,대전,비수도권,811.0,447.6666666666667,364.0,44.88286066584464,83.66666666666669,10.316481709823266,3,811.0,113.0,13.933415536374847,523.0,64.48828606658446,174.66666666666666,21.53719687628442,704.3333333333334,3,811.0,21.290587751746813,19.482120838471022,6.041923551171394,13.399095766543361,1.808466913275791,78.75051376900944,59.103986847513355,17.427044800657626,2.3016851623510073,3,811.0,8.631319358816276,22.893547061241268,50.06165228113441,25.811755034936297,8.631319358816276,3,,,17.427044800657626,2.3016851623510073,19.482120838471022,22.893547061241268,8.631319358816276
2025,부산,비수도권,1699.0,925.0,774.3333333333334,45.57582891897194,150.66666666666663,8.867961546007454,3,1699.0,207.0,12.183637433784579,1069.6666666666665,62.95860309986266,423.0,24.896998234255445,1438.6666666666667,3,1699.0,18.83460859329017,16.89228958210712,5.218756131057485,11.69315283500098,1.9226996272317047,81.18501079066117,58.87777123798313,19.52128703158721,2.8055719050421817,3,1699.0,9.338826760839709,24.543849323131255,48.51873651167354,25.32862468118501,8.004708652148322,3,,,19.52128703158721,2.8055719050421817,16.89228958210712,24.543849323131255,8.004708652148322
2025,서울,수도권,5200.666666666667,2715.0,2486.0,47.80156390206384,229.0,4.403281630560184,3,5200.666666666667,777.3333333333334,14.946801692090759,3390.666666666666,65.19676964491731,1032.0,19.843609793616203,4593.666666666667,3,5200.666666666667,17.132418920651197,16.023586719651327,5.569798743750801,10.447378541212665,1.1216510703755929,82.86758107934881,63.049609024484035,16.80553775157031,3.006024868606589,3,5200.666666666667,7.281117805409563,22.01640815280092,50.3076528650173,26.092808614280216,9.569285988975771,3,,,16.80553775157031,3.006024868606589,16.023586719651327,22.01640815280092,9.569285988975771
2025,세종,비수도권,211.33333333333334,116.33333333333333,95.0,44.952681388012614,21.33333333333333,10.094637223974761,3,211.33333333333334,21.333333333333332,10.094637223974761,158.33333333333334,74.9211356466877,32.0,15.141955835962145,192.0,3,211.33333333333334,16.08832807570978,14.353312302839116,4.416403785488959,9.936908517350156,1.8927444794952681,83.75394321766562,71.76656151419557,11.198738170347003,0.9463722397476341,3,211.33333333333334,7.097791798107256,22.397476340694006,49.05362776025237,25.552050473186117,8.359621451104102,3,,,11.198738170347003,0.9463722397476341,14.353312302839116,22.397476340694006,8.359621451104102
2025,울산,비수도권,569.0,352.3333333333333,217.0,38.13708260105449,135.33333333333331,23.784417106033974,3,569.0,63.0,11.072056239015819,392.0,68.89279437609842,114.0,20.035149384885763,507.6666666666667,3,569.0,16.695957820738137,14.879906268306971,4.862331575864089,9.95899238429994,1.7574692442882252,83.3626244874048,64.44053895723492,16.81312243702402,2.1675454012888107,3,569.0,7.322788517867604,19.15641476274165,44.932630345635616,34.32923257176333,10.720562390158172,3,,,16.81312243702402,2.1675454012888107,14.879906268306971,19.15641476274165,10.720562390158172
2025,인천,수도권,1711.3333333333333,974.3333333333334,737.0,43.065835605765486,237.33333333333337,13.868328788469034,3,1711.3333333333333,201.0,11.745227892481497,1132.3333333333333,66.16673159329956,378.0,22.088040514218935,1492.3333333333333,3,1711.3333333333333,18.48461238800156,17.0821971172575,4.674717569146864,12.42695753798208,1.3829372808726141,81.51538761199845,60.71289442929489,17.686014803272304,3.1359563693026877,3,1711.3333333333333,8.706661472536034,20.276587456174525,51.61667315932996,26.860148032723025,9.01830931047916,3,,,17.686014803272304,3.1359563693026877,17.0821971172575,20.276587456174525,9.01830931047916
2025,전남,비수도권,990.6666666666666,559.0,431.6666666666667,43.57335127860028,127.33333333333331,12.85329744279946,3,990.6666666666666,92.33333333333333,9.320323014804845,547.0,55.21534320323015,351.6666666666667,35.497981157469724,742.6666666666666,3,990.6666666666666,37.18034993270525,28.600269179004034,4.643337819650068,23.956931359353973,8.5464333781965,62.88694481830418,41.21803499327052,18.13593539703903,3.4656796769851956,3,990.6666666666666,11.103633916554509,27.759084791386275,41.68909825033648,29.239569313593545,10.430686406460296,3,,,18.13593539703903,3.4656796769851956,28.600269179004034,27.759084791386275,10.430686406460296
2025,전북,비수도권,971.0,541.0,430.3333333333333,44.318571918983864,110.66666666666669,11.397185032612429,3,971.0,97.33333333333333,10.02403020940611,566.0,58.29042224510813,308.0,31.71987641606591,759.3333333333334,3,971.0,31.136285616203224,25.231719876416065,4.94335736354274,20.219704771713012,5.938894610367319,68.86371438379678,50.497768623412284,15.27634740817027,3.089598352214212,3,971.0,11.328527291452112,26.364572605561275,47.47682801235839,24.648129076553378,9.234466186062479,3,,,15.27634740817027,3.089598352214212,25.231719876416065,26.364572605561275,9.234466186062479
2025,제주,비수도권,406.3333333333333,210.33333333333334,196.33333333333334,48.31829368334701,14.0,3.4454470877768664,3,406.3333333333333,43.666666666666664,10.746513535684986,258.3333333333333,63.57670221493027,104.33333333333333,25.676784249384742,340.3333333333333,3,406.3333333333333,31.17309269893355,25.922887612797375,5.742411812961444,20.180475799835932,5.250205086136177,68.82690730106646,47.662018047579984,17.883511074651356,3.199343724364233,3,406.3333333333333,9.5980311730927,26.333059885151766,45.11894995898278,26.989335520918782,11.156685808039377,3,,,17.883511074651356,3.199343724364233,25.922887612797375,26.333059885151766,11.156685808039377
2025,충남,비수도권,1305.6666666666667,761.6666666666666,544.3333333333334,41.6900689303038,217.33333333333326,16.64539188154199,3,1305.6666666666667,151.66666666666666,11.61603267806995,796.6666666666667,61.01608373755425,358.0,27.418943068675006,1070.6666666666667,3,1305.6666666666667,27.699770232320652,22.542762318100586,4.416645391881541,18.126116926219044,5.131478172070461,72.32575950982894,55.83354608118458,13.479703854991062,3.03803931580291,3,1305.6666666666667,8.654582588715854,23.18100587184069,46.77048761807505,28.261424559611946,10.799080929282614,3,,,13.479703854991062,3.03803931580291,22.542762318100586,23.18100587184069,10.799080929282614
2025,충북,비수도권,980.3333333333334,550.0,431.0,43.9646378782727,119.0,12.138728323699421,3,980.3333333333334,126.33333333333333,12.886773206392382,585.6666666666666,59.7415844950697,268.6666666666667,27.405644338660323,805.6666666666666,3,980.3333333333334,27.133628017681062,21.965317919075144,3.9442366541992513,17.987079224753487,5.168310098605916,72.90037402244134,53.451207072424346,17.035022101326078,2.3801428085685137,3,980.3333333333334,9.486569194151649,25.569534172050325,44.98469908194492,27.983679020741242,10.982658959537572,3,,,17.035022101326078,2.3801428085685137,21.965317919075144,25.569534172050325,10.982658959537572
2026,강원,비수도권,821.0,454.3333333333333,367.3333333333333,44.74218432805521,87.0,10.596833130328868,3,821.0,86.0,10.475030450669914,472.3333333333333,57.531465692245234,262.6666666666667,31.99350385708486,640.3333333333334,3,821.0,27.32440113682501,23.101908241981324,3.735282176207877,19.4072269589931,4.222492894843686,72.75680064961429,51.60373528217621,18.473406414941127,2.7202598457166056,3,821.0,14.65692245229395,29.963459196102317,43.8489646772229,22.655298416565163,8.404384896467722,3,,,18.473406414941127,2.7202598457166056,23.101908241981324,29.963459196102317,8.404384896467722
2026,경기,수도권,7697.0,4336.0,3361.3333333333335,43.67069420986532,974.6666666666665,12.662942271880818,3,7697.0,966.6666666666666,12.559005673206011,5219.333333333334,67.80996925208956,1511.3333333333333,19.63535576631588,6849.0,3,7697.0,18.821185743363216,17.327097137412846,5.318089298861028,12.009007838551817,1.4940886059503702,81.17881425663678,62.180070157204106,15.38694729548309,3.6117968039495905,3,7697.0,7.782252825776277,21.060153306483045,50.61279286302022,26.15737733316011,8.47949417521978,3,,,15.38694729548309,3.6117968039495905,17.327097137412846,21.060153306483045,8.47949417521978
2026,경남,비수도권,1801.6666666666667,1025.0,777.0,43.12673450508788,248.0,13.765032377428307,3,1801.6666666666667,172.33333333333334,9.565217391304348,1139.0,63.21924144310823,490.3333333333333,27.215541165587414,1491.6666666666667,3,1801.6666666666667,29.139685476410733,25.32839962997225,5.698427382053654,19.611470860314522,3.8482886216466228,70.84181313598519,54.70860314523589,14.357076780758558,1.7946345975948197,3,1801.6666666666667,8.52913968547641,23.792784458834408,43.57076780758557,30.564292321924142,11.174838112858465,3,,,14.357076780758558,1.7946345975948197,25.32839962997225,23.792784458834408,11.174838112858465
2026,경북,비수도권,1416.0,816.0,600.0,42.3728813559322,216.0,15.254237288135593,3,1416.0,145.0,10.240112994350282,813.6666666666666,57.462335216572505,457.6666666666667,32.3210922787194,1107.6666666666667,3,1416.0,33.73352165725047,28.15442561205273,4.048964218455744,24.105461393596986,5.5790960451977405,66.24293785310734,48.18738229755179,15.089453860640301,2.9661016949152543,3,1416.0,13.700564971751412,27.730696798493405,42.58474576271186,28.31920903954802,9.416195856873824,3,,,15.089453860640301,2.9661016949152543,28.15442561205273,27.730696798493405,9.416195856873824
2026,광주,비수도권,769.6666666666666,425.6666666666667,344.0,44.69467301862278,81.66666666666669,10.610653962754443,3,769.6666666666666,93.0,12.083152880034648,503.33333333333326,65.3962754439151,173.33333333333334,22.520571676050242,665.0,3,769.6666666666666,20.051970550021654,17.929839757470766,4.807275877003032,13.165872672152448,2.0788220008661757,79.94802944997835,59.15980944131659,17.193590298830667,3.6379385015158077,3,769.6666666666666,10.047639670853183,21.784322217410136,48.11606756171503,27.71762667821568,8.921611087050673,3,,,17.193590298830667,3.6379385015158077,17.929839757470766,21.784322217410136,8.921611087050673
