policy_lever,policy_label,latest_year,latest_top_bottom_gap,persistent_top_bottom_gap,corr_with_total_score,priority_index
education_job_score,고학력·지역산업 일자리 기반,2025,41.5664059797781,38.58936315097973,0.8531847957044604,34.19384175517975
youth_retention_score,청년 정착 일자리,2025,40.98347916752583,40.746450766900395,0.5201797970819254,21.257129184404906
stable_wage_job_score,안정적 임금일자리,2025,27.289482261999872,23.996079054963126,0.7013832698855147,17.985417347202784
working_time_quality_score,근로시간 안정성,2025,10.627078904420678,7.928819879484422,0.3993543858637612,3.7051897814982673
female_employment_score,여성 고용 참여,2025,2.1809296871086445,3.9505096156109483,0.2298749584120781,0.7047321773594238
labor_market_access_score,기초 고용 접근성,2025,0.5285635130650803,3.92381630610084,0.2555595091671176,0.5689240006058113
