region_cd,province,district,region,year,class_size_total,elementary_schools,elementary_students,elementary_teachers,fiscal_self_reliance,kindergartens,population,private_academies_per_1000,teacher_per_student,private_academies_per_1000_score,elementary_students_score,elementary_schools_score,elementary_teachers_score,kindergartens_score,teacher_per_student_score,class_size_total_score,population_score,fiscal_self_reliance_score,stability_score,private_education_access_score,school_infra_score,education_demand_score,academic_admissions_proxy_score,education_quality_score
31090,경기,안산시,경기 안산시,2016,26.57,54.0,38137.0,2217.0,42.91,100.0,689859.0,1.5,17.99,43.20652173913044,91.32330704496518,81.23817291389796,86.81609060823692,82.7121137056945,34.59900717043574,8.676523251649868,89.67699402276028,71.54028508974476,88.81238631209027,52.26826477230606,59.01358037511012,79.1871846031565,63.05130985803717,62.71728547020298
33040,충북,청주시,충북 청주시,2016,25.32,89.0,49338.0,3296.0,29.99,139.0,835197.0,1.8,18.01,53.39673913043479,96.91227385066819,97.92275889488351,97.32901136781359,93.10417047177378,34.48869277440704,16.67007724970584,94.65076966698692,46.6795973030387,96.43591960440688,56.74072132834871,68.11418419651875,69.04612462634131,55.06513841418909,62.34330943623663
31050,경기,부천시,경기 부천시,2016,25.49,62.0,41012.0,2448.0,38.15,124.0,851380.0,1.5,17.22,43.20652173913044,92.90073898372582,85.83898647227278,89.44358141277412,89.49731252401901,38.84611141753999,15.582953905970228,95.15004381213954,62.38108432622148,92.16317992995933,51.05212785165364,63.83910259095298,75.74614939521518,58.72136584928662,61.66995003425292
31230,경기,김포시,경기 김포시,2016,24.76,41.0,23614.0,1396.0,44.88,84.0,363443.0,1.5,16.32,43.20652173913044,80.91975025606573,72.10225454043872,74.55621739021923,77.22301691828343,43.81025923883066,20.251189440834906,73.00417980068032,75.33096271666513,76.7815799763247,51.79651073745417,57.45524752931818,75.77683196952489,63.63061711498861,61.32479165584143
31210,경기,이천시,경기 이천시,2016,24.23,31.0,12741.0,851.0,47.45,53.0,210359.0,1.7,16.61,50.0,67.52859327109452,62.88942591936306,61.44193203056493,62.78436727433163,42.21070049641477,23.640456336010644,58.77840964496076,80.27616144823128,63.9757047129081,56.29428354434415,50.52625464914867,72.76331148942653,67.158295002467,61.254306452932454
24020,광주,서구,광주 서구,2016,24.23,30.0,17578.0,1209.0,20.65,60.0,309579.0,2.7,14.2,83.96739130434783,74.51310406828863,61.81381337167199,70.74504079513213,66.66369629154003,55.503585217870935,23.640456336010644,68.83095969205988,28.707552107385855,70.26860261609667,74.73298670119762,55.877385627624754,47.197799763696125,54.49380655273828,60.53661519706497
31070,경기,평택시,경기 평택시,2016,25.06,54.0,28000.0,1762.0,41.05,107.0,470832.0,1.4,16.76,39.80978260869565,84.6172736060322,81.23817291389796,80.72727190846707,84.84483158126181,41.38334252619965,18.332736481301495,79.73920077642806,67.96126966534281,82.47803161872412,48.51325476692638,61.099393098585864,74.386850444999,59.20109933308302,59.81611399740605
11150,서울,양천구,서울 양천구,2016,26.73,30.0,24825.0,1536.0,28.25,49.0,477739.0,2.2,15.08,66.98369565217392,82.00517476293089,61.81381337167199,77.08906960194348,60.33496497042813,50.64975179260893,7.653348339898699,80.11807911413396,43.33148609956589,77.40077379004003,64.93801213035842,52.34589484688601,58.43244551163471,56.399893026772475,59.505456032763675
24050,광주,광산구,광주 광산구,2016,25.68,45.0,31571.0,1983.0,19.98,93.0,403049.0,2.4,17.47,73.77717391304347,87.22246383167982,75.18428282248996,83.8592947764099,80.42615035149284,37.46718146718146,14.367933698265716,75.69517293670721,27.418336873864725,81.35664036135007,68.16787734903029,58.43262584441382,51.39728226971665,51.3899489208253,59.33129740836445
39010,제주,제주시,제주 제주시,2016,26.76,67.0,29504.0,1898.0,31.52,74.0,470665.0,1.8,18.7,53.39673913043479,85.75283811018244,88.42642276560602,82.69802557502287,73.2395093384798,30.682846111417533,7.461503043945356,79.72997144981885,49.62362611988547,84.48069504315808,56.06638207682716,56.97458717872147,65.24569998200693,55.188315177674525,58.78221636155375
22010,대구,중구,대구 중구,2016,25.5,10.0,4172.0,298.0,26.48,12.0,79712.0,3.6,13.63,100.0,43.300640156922995,26.712107114568756,33.67115904684181,17.46229526445419,58.64754550468835,15.519005473985786,33.53263657694251,39.925648840860816,37.052532474458005,85.31891134182142,31.212865670027156,38.32034109185631,62.38148392899044,58.15336950275034
37010,경북,포항시,경북 포항시,2016,24.38,65.0,26552.0,1760.0,32.67,115.0,516775.0,1.5,15.06,43.20652173913044,83.46482368594948,87.41503573387972,80.69716916123532,87.11912190307316,50.76006618863761,22.68122985624393,82.16146373238037,51.83645823712324,83.8638581094648,48.526842408511264,65.41342693152205,66.26873990085271,52.346492572376675,57.47818977117194
31130,경기,남양주시,경기 남양주시,2016,26.71,60.0,42143.0,2330.0,35.63,109.0,662154.0,1.3,16.93,36.41304347826087,93.49116930670091,84.7460223495416,88.13393413601923,85.42882085512089,40.445670159955874,7.7812452038675985,88.61061683503482,57.53209568670915,90.27797417376922,45.288713892372115,61.442394204945955,72.1070812492396,53.59665262392019,57.28404969195128
11010,서울,종로구,서울 종로구,2016,25.57,13.0,5686.0,451.0,50.36,17.0,152737.0,1.8,18.47,53.39673913043479,50.01919118586889,34.88242426486616,44.630460725674936,27.81935859934976,31.951461665747388,15.071366450094644,50.45072867216873,85.87558880576337,47.121299047558296,57.93081178727749,31.71156944746284,68.29126380765557,69.26555154680426,57.10097741324334
22060,대구,수성구,대구 수성구,2016,27.16,34.0,24717.0,1563.0,25.33,55.0,447011.0,2.1,15.87,63.58695652173913,81.91054855044011,65.9253917204569,77.55090260221714,63.94182291818294,46.29233314947601,4.903565764567446,78.38849243279327,37.712816723623035,77.65690034914942,61.53819475489182,52.403257215181796,55.474971945045375,52.289829022470784,56.83314938545941
38030,경남,진주시,경남 진주시,2016,24.87,45.0,19647.0,1359.0,21.57,52.0,346739.0,2.3,19.17,70.38043478260867,76.92816613870552,75.18428282248996,73.84434356868759,62.18946168328261,28.090457804743508,19.54775668900598,71.7801186727966,30.477817801176073,75.03497523568973,65.04981537100346,52.35400460791219,50.433879101556435,50.75722578114682,56.52974389424547
31060,경기,광명시,경기 광명시,2016,27.02,24.0,20192.0,1158.0,38.31,51.0,339484.0,1.6,14.8,46.60326086956522,77.52200886864135,54.526065799329196,69.60299318163872,61.58322387831456,52.194153337010476,5.79884381234973,71.22999483358642,62.68895662079369,71.03521604426244,52.107990032157105,49.142044466894745,66.12043372013568,57.9131948913767,56.30459023067257
36020,전남,여수시,전남 여수시,2016,23.51,50.0,14929.0,1063.0,25.73,76.0,288988.0,2.0,14.15,60.190217391304344,70.9680699524056,78.68005635370166,67.33490088743316,74.07709774260618,55.77937120794263,28.24474343889088,67.0403207676945,38.48249746005357,71.33214247725148,58.011844657726854,60.48612408335625,53.28304134403493,50.46725264148741,56.20001733190334
35020,전북,군산시,전북 군산시,2016,24.09,56.0,15626.0,1138.0,24.47,70.0,277551.0,2.1,18.29,63.58695652173913,71.95838979597048,82.4482640315114,69.14135371945824,71.49515376893558,32.94429123000552,24.535734383792914,65.98977933460375,36.0580031402974,72.26578150466864,60.29475684194601,55.99526942426686,52.366872989699374,50.622710468532,55.94261410168511
34040,충남,아산시,충남 아산시,2016,25.31,44.0,20189.0,1274.0,42.12,58.0,302929.0,1.3,19.51,36.41304347826087,77.51878408369718,74.43966055114505,72.13274859177335,65.60271396331368,26.215113072255917,16.734025681690284,68.26602411020055,70.02016563529448,74.12713138513777,45.56468586235954,51.35135410345864,71.69871758779598,58.04420854170223,55.81410334933655
38090,경남,거제시,경남 거제시,2016,25.88,37.0,16989.0,1119.0,34.26,57.0,257183.0,1.7,15.35,50.0,73.773416038553,68.71153209967731,68.69522559701201,65.058657596143,49.16050744622172,13.088965058576775,64.00691716189343,54.89593916443458,69.83108958777999,53.11173247852049,53.12480595956961,61.41964053240137,54.982391026672545,55.75769880272104
11190,서울,영등포구,서울 영등포구,2016,23.83,23.0,14449.0,1099.0,42.83,42.0,370613.0,1.3,12.9,36.41304347826087,70.25880880255147,53.1430595074587,68.21736550715735,55.53479688351474,62.67402095973524,26.198393615388554,73.51242817028509,71.38634894245867,67.811744753853,45.043615830319595,53.78765572583304,69.6554238551512,57.95534362329301,55.49611979721573
31200,경기,파주시,경기 파주시,2016,25.03,57.0,27390.0,1652.0,39.39,99.0,430781.0,1.1,15.93,29.619565217391308,84.13921798742942,83.03747800500241,79.01868532784256,82.39542927735832,45.961389961389955,18.52458177725481,77.42632907979983,64.76709460915612,81.90500331865513,40.34365990315984,61.618675672293826,72.36744279499197,53.695429484033355,55.48582853579827
26510,울산,울주군,울산 울주군,2016,23.94,31.0,13680.0,917.0,34.61,51.0,219255.0,1.7,14.68,50.0,69.0718723586444,62.88942591936306,63.42065074672507,61.58322387831456,52.85603971318257,25.494960863559626,59.855990365153,55.5694098088113,65.0706184727407,52.74259870718613,53.3407315676495,59.64489101328436,54.76732643866968,55.12138843291633
29000,세종,세종시,세종 세종시,2016,21.69,37.0,17910.0,1279.0,44.19,45.0,243048.0,1.1,16.27,29.619565217391308,74.91919457255223,68.71153209967731,72.23654722707096,57.681218321169034,44.08604522890237,39.88335806006036,62.53625640381936,74.00326344632245,69.96278062735739,40.80708288724707,57.247506632671104,71.93722548052843,57.095267471915655,55.10892928773017
35030,전북,익산시,전북 익산시,2016,23.68,60.0,16180.0,1210.0,17.23,86.0,300479.0,2.3,18.12,70.38043478260867,72.7145179401908,84.7460223495416,70.76694952621185,77.96320196419468,33.88196359624929,27.157620095155266,68.05475822668932,22.126781810904834,73.72289090801051,63.3757951526113,58.543338884371394,45.395449552993384,46.24158864307135,55.089344893928605
23080,인천,서구,인천 서구,2016,25.82,44.0,31449.0,1957.0,36.58,86.0,510733.0,1.2,15.46,33.016304347826086,87.13843152737537,74.43966055114505,83.50945030501926,77.96320196419468,48.55377826806397,13.472655650483446,81.85549780071737,59.36008743573166,83.01379721413191,42.38008452896685,59.865061764822514,69.79802512034959,52.43577663504195,55.03816433092618
31250,경기,광주시,경기 광주시,2016,28.59,25.0,17042.0,907.0,49.44,38.0,327723.0,1.1,18.55,29.619565217391308,73.84101718604846,55.85482236059233,63.13017120018918,52.42730393943605,31.510204081632637,0.0,70.31271732775892,84.10532311197314,69.18528826347037,42.214574098444295,41.1196436794077,77.15852098401798,62.11792828601544,54.55672201199568
31160,경기,군포시,경기 군포시,2016,27.21,26.0,16234.0,965.0,38.78,49.0,284890.0,1.5,15.84,43.20652173913044,72.78683034737215,57.13342502738842,64.7723072040732,60.33496497042813,46.45780474351903,4.583823604645204,66.66875846219132,63.59333148609957,67.82072771782114,49.22257406199998,46.87833222169305,65.24735465889674,56.656056249969346,54.31739512265497
23040,인천,연수구,인천 연수구,2016,26.24,26.0,19904.0,1172.0,35.2,40.0,328627.0,1.6,18.12,46.60326086956522,77.21022379114359,57.13342502738842,69.92142517574881,54.01896171285533,33.88196359624929,10.78682150713665,70.38438202899592,56.70468889504634,71.14711150974826,51.17917136554522,45.94364257702037,62.90062345759243,54.87132031467769,53.99632511359722
36010,전남,목포시,전남 목포시,2016,25.27,32.0,15494.0,939.0,20.67,58.0,237739.0,2.2,16.24,66.98369565217392,71.77427566684396,63.93193739014129,64.04872249429981,65.60271396331368,44.251516822945405,16.989819409628083,61.96167805445158,28.746036144207388,67.26202872778572,61.72710472744595,50.88724244261496,45.852620459864724,47.80255808317527,53.27734183707835
11250,서울,강동구,서울 강동구,2016,25.21,26.0,20448.0,1394.0,30.23,35.0,444168.0,1.6,13.9,46.60326086956522,77.79544047797337,57.13342502738842,74.51822237302733,49.87982290627994,57.15830115830115,17.373510001534754,78.222500945313,47.14140574489702,73.79115552805827,49.8032005617058,52.444576266643686,58.93357889982382,50.24112912654043,53.031808771179094
25040,대전,유성구,대전 유성구,2016,25.2,37.0,23195.0,1558.0,31.03,73.0,343222.0,1.5,19.32,43.20652173913044,80.53119231979325,68.71153209967731,77.46598252497206,72.81230128046079,27.26309983452839,17.43745843351921,71.51488801004959,48.68076721775807,75.46236898284697,47.76012561899086,52.97075889685712,60.47904684520076,49.99018836249087,52.7642214497384
22070,대구,달서구,대구 달서구,2016,25.6,54.0,32870.0,2301.0,24.38,85.0,591891.0,1.5,17.61,43.20652173913044,88.09758928017757,81.23817291389796,87.80192245839046,77.5952611904449,36.69498069498069,14.879521154141301,85.69224013044808,35.88482497460054,86.0041012620028,46.597373978555666,60.15230474576834,58.33382490302282,44.608449465841446,52.44248678102636
38100,경남,양산시,경남 양산시,2016,26.18,35.0,18322.0,1197.0,31.96,62.0,317037.0,1.5,16.35,43.20652173913044,75.4127975089118,66.87979143929277,70.48071451268713,67.69044734735611,43.64478764478763,11.170512099043336,69.45027729430123,50.47027492995905,71.91744023060483,47.51671229473286,52.11276396689995,59.9467314513343,50.41496209055224,52.3899368381959
24040,광주,북구,광주 북구,2016,24.61,46.0,24025.0,1704.0,13.65,106.0,441066.0,2.1,16.95,63.58695652173913,81.2942485197685,75.91289046364999,79.84011305649634,84.5487687723065,40.3353557639272,21.210415920601633,78.04017103998453,15.238139219851607,79.2417536646096,58.10536312625894,60.13407600960582,43.93714097723476,40.97660143666275,52.304063400613366
31030,경기,의정부시,경기 의정부시,2016,25.85,33.0,21968.0,1299.0,30.02,67.0,438457.0,1.5,17.11,43.20652173913044,79.35161203071318,64.94332442186757,72.64772627685943,70.12113367162276,39.45284059569774,13.280810354530104,77.88582319616606,46.73732335827099,76.03021785857993,47.35065101115979,52.21549669437735,59.753056174803355,48.99634710719524,52.11166809353148
11140,서울,마포구,서울 마포구,2016,24.97,22.0,16361.0,1164.0,33.05,28.0,379892.0,1.6,18.73,46.60326086956522,72.9559547855465,51.701184478751514,69.73993247451907,42.998193289212814,30.517374517374506,18.908272369161523,74.15577025219531,52.56765493673223,69.06494536418215,50.1331893712384,44.1100783850692,59.79688515801648,52.434806687177954,52.01519453645032
25030,대전,서구,대전 서구,2016,25.43,38.0,27218.0,1736.0,20.06,81.0,491011.0,1.8,17.85,53.39673913043479,84.0024968107581,69.5915542924264,80.33324554381521,76.07942601978552,35.3712079426365,15.966644497876914,80.83097209215417,27.572273021150824,80.16885089151059,52.58364498207453,55.68110663550959,51.04905076685034,43.5994756634676,51.65695768036764
21090,부산,해운대구,부산 해운대구,2016,25.44,33.0,20869.0,1330.0,27.36,42.0,419853.0,1.6,16.43,46.60326086956522,78.23774909891945,64.94332442186757,73.27271608310693,55.53479688351474,43.20353006067291,15.902696065892457,76.75784014318418,41.618946461007965,75.1348914767885,49.01906253121705,51.45830866299053,56.54597883700266,47.55805935251171,51.503439697106565
26040,울산,북구,울산 북구,2016,24.85,19.0,13265.0,814.0,28.85,37.0,195285.0,1.8,13.93,53.39673913043479,68.40329741874865,46.9661966874769,60.2644631276291,51.60059453813493,56.99282956425814,19.675653552974865,56.843971972687534,44.48600720421169,60.648079638675966,53.560785170332714,47.5331409235695,51.37117891071698,50.05617194324799,51.32979613732945
36060,전남,광양시,전남 광양시,2016,23.5,28.0,8947.0,640.0,31.2,39.0,155580.0,1.7,13.98,50.0,59.85665598834643,59.554379661263965,53.89533128861612,53.23308172376744,56.71704357418643,28.30869187087532,50.930530924962895,49.007881530741045,57.118363203914875,50.8368478284458,50.37481810198429,52.5206836444477,50.44928499664941,51.19482417478831
11020,서울,중구,서울 중구,2016,23.45,12.0,5474.0,405.0,57.11,13.0,125249.0,1.0,19.11,26.222826086956523,49.19462759648718,32.37172401685387,41.78403957028366,19.820894304322557,28.42140099282956,28.628434030797564,45.28880013262059,98.86395123302853,44.65829864140054,39.416175009820385,31.303455846315497,74.2445911190416,65.4471591043264,51.0892950034334
32020,강원,원주시,강원 원주시,2016,25.62,49.0,19484.0,1294.0,23.3,73.0,337979.0,1.7,19.94,50.0,76.74735505294852,78.00916414306765,72.54552762451691,72.81230128046079,23.84335355763926,14.751624290172401,71.11440390467986,33.80668698623811,75.30983152649175,50.245738553230574,52.3790554963742,52.41122585302941,44.81689359975304,50.621776199448924
23050,인천,남동구,인천 남동구,2016,24.97,38.0,29082.0,1817.0,27.3,87.0,530982.0,1.2,14.94,33.016304347826086,85.44016583793649,69.5915542924264,81.54198465384655,78.3269376084602,51.4219525648097,18.908272369161523,82.86703518546976,41.5034943505434,81.49850433309446,39.531768997244725,60.11889265001019,59.30416576744928,43.18773238642994,49.810179026876554
31120,경기,구리시,경기 구리시,2016,27.79,15.0,9699.0,568.0,32.12,33.0,193763.0,1.7,15.34,50.0,61.60811203147348,39.40632757562461,50.735437548808825,48.06066936469257,49.21566464423607,0.8748145495472528,56.64041553081866,50.77814722453125,55.67744619010726,51.27753328682704,37.79232114578768,52.686298466972154,51.314062942045275,49.02276017737041
24030,광주,남구,광주 남구,2016,26.77,22.0,12692.0,843.0,12.61,45.0,219729.0,2.4,17.27,73.77717391304347,67.44496695680347,51.701184478751514,61.19173661396648,57.681218321169034,38.570325427468276,7.397554611960928,59.91217288875374,13.236969305132229,62.03637224077816,64.06292252623278,43.48392980530312,34.92627089037163,41.90334115346841,48.82742431056563
32010,강원,춘천시,강원 춘천시,2016,25.22,40.0,14702.0,1013.0,24.25,46.0,280707.0,1.6,17.93,46.60326086956522,70.63553537359346,71.28585480681035,66.05840245851385,58.36568604456266,34.92995035852178,17.309561569550326,66.28393587730078,35.634678735260614,69.46011941134904,47.36120099982235,49.97452686828935,50.79735624138819,43.77234149346062,48.42757752841844
24010,광주,동구,광주 동구,2016,24.32,10.0,3229.0,288.0,13.36,17.0,95791.0,3.1,26.74,97.55434782608695,37.740987737360676,26.712107114568756,32.76901364675711,27.81935859934976,0.0,23.064920448150616,38.31301699448248,14.680120685939471,35.706820389938834,79.14187774619221,22.32056271413562,24.04042718536809,48.31504519098013,48.09259452128098
36030,전남,순천시,전남 순천시,2016,25.18,41.0,16805.0,1074.0,19.53,62.0,278548.0,1.7,17.68,50.0,73.53707731059997,72.10225454043872,67.6076715875958,67.69044734735611,36.30888030888031,17.56535529748811,66.08306509375062,26.55244604538038,71.01390909151291,48.83657463786705,52.25078302836379,46.43394600518567,40.67673533559451,47.819936953064726
21060,부산,동래구,부산 동래구,2016,26.26,22.0,12144.0,760.0,21.38,34.0,272745.0,1.8,14.58,53.39673913043479,66.48708388243966,51.701184478751514,58.4463555403718,48.98324185791343,53.407611693325975,10.658924643167751,65.53534590016787,30.11221945137157,63.24438260702049,51.213095653775795,45.11261932682901,44.85955780764263,42.87475830601434,47.14003285480027
31180,경기,하남시,경기 하남시,2016,24.85,17.0,9254.0,528.0,45.53,28.0,211101.0,0.8,14.05,19.42934782608696,60.58883060645489,43.396693095554326,48.80230392969101,42.998193289212814,56.33094318808604,19.675653552974865,58.87001467738775,76.58169391336473,56.634758325554635,32.11814801721542,42.53096294312772,67.40786928480517,52.97384727100614,46.97670948409052
31220,경기,안성시,경기 안성시,2016,22.69,34.0,10688.0,785.0,34.43,51.0,182896.0,1.2,23.9,33.016304347826086,63.715378271563395,65.9253917204569,59.30358975130846,61.58322387831456,2.001103143960293,33.4885148616156,55.138820036967694,55.22305347741756,61.584413490963385,39.41722410963853,44.34638296478086,57.979117244483184,47.73354835858789,46.79059659464475
11160,서울,강서구,서울 강서구,2016,24.87,36.0,27048.0,1774.0,22.52,52.0,595485.0,1.2,14.19,33.016304347826086,83.86651381436889,67.8080399028547,80.90717435614145,62.18946168328261,55.55874241588527,19.54775668900598,85.84973405443245,32.305809550198575,81.24978510408512,37.99475107483624,58.13812064307695,54.19976211393334,38.43437319707762,46.74881498248381
21050,부산,부산진구,부산 부산진구,2016,23.43,32.0,15696.0,1096.0,21.26,48.0,376526.0,1.5,16.65,43.20652173913044,72.05539602639969,63.93193739014129,68.14493801344675,59.691983052328915,41.990071704357426,28.756330894766464,73.92422953319662,29.88131523044241,70.99135435118708,44.092628191554155,52.92569995906406,48.32763075101689,39.75391903908446,46.53781649121628
31260,경기,양주시,경기 양주시,2016,24.37,32.0,13048.0,833.0,33.81,47.0,205513.0,1.1,18.79,29.619565217391308,68.04532935316809,63.93193739014129,60.875636120137365,59.035742845158445,30.186431329288467,22.74517828822836,58.172071765708,54.030048335950255,64.2606736843247,37.12371409875283,47.44697985833974,58.44459695927659,46.239063510850485,46.47795248265666
22510,대구,달성군,대구 달성군,2016,22.4,29.0,11367.0,882.0,26.79,44.0,218268.0,1.3,12.72,36.41304347826087,65.05209275718143,60.702928619310995,62.38974015253703,56.981706152940625,63.666850523993375,35.34301938916458,59.73861190214408,40.522151411594464,62.58821567309614,39.89331459615296,56.087250667569144,50.32868647506596,41.678713263394435,46.367772246292745
22050,대구,북구,대구 북구,2016,24.28,38.0,23860.0,1686.0,19.79,76.0,440383.0,1.4,20.49,39.80978260869565,81.1446779619172,69.5915542924264,79.55864265830235,74.07709774260618,20.809707666850528,23.3207141760884,77.99985331498117,27.052738524060217,77.89060583393822,42.02971553132249,53.74562055303958,49.76707520710637,37.94837753014828,46.10214360181201
31140,경기,오산시,경기 오산시,2016,26.77,22.0,15381.0,905.0,32.99,50.0,208656.0,1.2,19.99,33.016304347826086,71.615412445187,51.701184478751514,63.071691534897546,60.96521373274425,23.567567567567565,7.397554611960928,58.566934759391486,52.452202826267666,63.71802354616125,39.79159992932841,41.44596627529202,57.126952705268494,46.82311385964817,46.02855147484971
32030,강원,강릉시,강원 강릉시,2016,23.85,35.0,10404.0,747.0,17.07,38.0,213846.0,1.9,19.54,56.79347826086957,63.13090625538192,66.87979143929277,57.98939694966586,52.42730393943605,26.049641478212905,26.070496751419654,59.2061274221073,21.818909516332624,62.7032496421817,52.18103574864027,46.16143076211694,40.1954797423047,39.75645816638226,45.97801877038494
