file,dataset,rows,columns,missing_cells,missing_rate_pct,duplicate_rows,period_start,period_end,quarter_count,value_period_columns,years_present,region_count_excluding_total,item_count,sample_items
employment_econ_activity_sex.csv,성별 경제활동인구 총괄,54,289,0,0.0,0,2016.1/4,2026.1/4,41,287,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026",17,7,"15~64세 고용률 (%), 15세이상인구 (천명), 경제활동인구 (천명), 경제활동참가율 (%), 고용률 (%), 비경제활동인구 (천명), 실업률 (%)"
employment_education.csv,교육정도별 취업자,126,43,0,0.0,0,2016.1/4,2026.1/4,41,41,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026",17,7,"계, 고졸, 대졸이상, 대학교졸이상, 전문대졸, 중졸, 초졸이하"
employment_hours.csv,취업시간별 취업자,252,43,0,0.0,0,2016.1/4,2026.1/4,41,41,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026",17,14,"*36시간 이상, *36시간미만, 1-17시간, 15~35시간, 18-35시간, 1~14시간, 36-44시간, 36~52시간"
employment_region_age.csv,연령별 취업자,180,43,0,0.0,0,2016.1/4,2026.1/4,41,41,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026",17,10,"15 - 19세, 15 - 24세, 15 - 29세, 15 - 64세, 20 - 29세, 30 - 39세, 40 - 49세, 50 - 59세"
employment_region_sex_age.csv,성·연령별 취업자,540,47,664,2.6162332545311267,0,2016.1/4,2026.1/4,41,41,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026",17,3,"계, 남자, 여자"
employment_status.csv,종사상지위별 취업자,180,43,0,0.0,0,2016.1/4,2026.1/4,41,41,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026",17,10,"*자영업자, -고용원이 없는 자영업자, -고용원이 있는 자영업자, -무급가족종사자, -상용근로자, -일용근로자, -임시근로자, 계"
