year,region,metro_area,female_employed_share,male_female_employed_share_gap,youth_employed_share,wage_worker_share,temporary_worker_ratio,daily_worker_ratio,self_employed_ratio,short_hours_worker_ratio,long_hours_worker_ratio,female_employed_share_score,male_female_employed_share_gap_score,youth_employed_share_score,wage_worker_share_score,temporary_worker_ratio_score,daily_worker_ratio_score,self_employed_ratio_score,short_hours_worker_ratio_score,long_hours_worker_ratio_score,employment_qol_proxy_score
2026,부산,비수도권,46.0166468489893,7.966706302021404,12.38604835513278,80.61831153388823,18.113357114546176,2.9924692826000796,17.57827982560444,23.622671422909235,8.045977011494253,77.3931920696468,77.7704612859645,57.26440944352256,82.8964242974744,16.845770536009212,31.960424715615915,76.33662522749938,61.26447835827913,73.87784814780171,61.73440378686817
2026,서울,수도권,48.15415558294946,3.69168883410108,14.422889768377342,82.58612859274638,16.29144228897684,2.8741971063388045,16.40173879192889,21.202880685135923,9.602283786414064,98.38783324428834,98.78931063813371,91.25660205677181,92.09622262478229,38.64483788745593,35.89337045193274,84.4598229318293,82.25114876784238,41.76183276286195,73.72677570732203
2026,세종,비수도권,44.96855345911949,9.90566037735849,9.591194968553458,84.27672955974842,11.163522012578616,1.2578616352201255,14.150943396226417,22.32704402515723,8.333333333333334,67.09880389324714,68.23726430697982,10.62199829426073,100.0,100.0,89.64193499640074,100.0,72.50136126131993,67.94795039122404,75.11659034927027
2026,울산,비수도권,38.73403019744484,22.590011614401856,10.51103368176539,84.08826945412312,17.53774680603949,2.7293844367015097,14.692218350754937,19.744483159117305,10.16260162601626,5.863227778751984,5.87249743010571,25.9728913531447,99.11892472082647,23.73290252880321,40.70887642821987,96.26287282620196,94.89972524468253,30.199089062766248,46.959000819278074
2026,인천,수도권,43.049327354260086,13.881848313511409,11.46422304542796,81.98479235718463,17.995710664846946,3.0610255410411384,16.76740105283681,21.602651589003703,8.520179372197308,48.24813780503115,48.687661094114446,41.880362713374865,89.28489823404817,18.25340103808314,29.680699653840108,81.93517929140492,78.7839645738378,64.09218727596057,55.6496101866328
2026,전남,비수도권,43.27545114061968,13.449097718760642,8.95471569628873,63.0575417092271,17.7732379979571,3.472931562819203,28.63466121893088,29.894450119169225,9.090909090909092,50.46912884953346,50.81535288166471,0.0,0.7975624485475961,20.91526897028585,15.983445715293229,0.0,6.86979441910151,52.314583578428376,22.01834854031719
2026,전북,비수도권,44.278779472954234,11.477115117891817,9.674063800277391,70.49237170596393,17.441054091539527,2.7392510402219137,25.03467406380028,30.68654646324549,8.841886269070736,60.323833994381836,60.510940215235145,12.004969629818836,35.55635075150473,24.889823240022636,40.38077883608815,24.85540797741386,0.0,57.453429534922925,35.10839268659868
2026,제주,비수도권,47.72357723577236,4.552845528455289,11.300813008130085,69.10569105691057,18.29268292682927,3.3333333333333335,25.365853658536587,28.61788617886179,11.6260162601626,94.15868659663685,94.55528751119463,39.153265048014944,29.073440026524093,14.700151319924032,20.625554102991785,22.568843168638367,17.941341331715265,0.0,36.97517434507111
2026,충남,비수도권,41.19496855345912,17.636268343815516,12.028301886792454,73.24423480083857,12.631027253668762,2.1226415094339623,22.536687631027256,24.13522012578616,10.0104821802935,30.034599299517545,30.228417450341027,51.29409345354913,48.42166533105122,82.44141540528472,60.88510962414699,42.102267266934255,56.81918045370683,33.33823266729907,48.39610899464786
2026,충북,비수도권,43.146145797000344,13.707708405999307,12.486920125566794,73.42169515172654,16.881757935123826,1.8835019183815835,22.18346703871643,25.35751656784095,10.463899546564354,49.19908992612652,49.543849521334636,58.94782604509808,49.25131533937565,31.58175768833098,68.83730146457015,44.54100983727848,46.2182916364405,23.981491859109823,46.900214813073866
