region,metro_area,year,quarter,period,employment_rate,employment_rate_15_64,labor_force,labor_force_participation_rate,not_in_labor_force,population_15plus,unemployment_rate,male_labor_force_participation_rate,male_unemployment_rate,male_employment_rate,male_employment_rate_15_64,female_labor_force_participation_rate,female_unemployment_rate,female_employment_rate,female_employment_rate_15_64,gender_employment_rate_gap,gender_labor_force_participation_gap,youth_employed_share,senior_employed_share,core_30_49_employed_share,working_age_employed_share,wage_worker_share,regular_worker_share,temporary_worker_share,daily_worker_share,self_employed_share,short_hours_worker_share,long_hours_worker_share,average_weekly_hours,college_employed_share
광주,비수도권,2016,3,2016.3/4,58.3,62.6,758.0,60.3,500.0,1258.0,3.3,71.8,3.7,69.2,72.8,49.4,2.6,48.1,52.5,21.1,22.4,14.577656675749317,12.942779291553133,50.13623978201635,92.50681198910081,74.38692098092643,49.59128065395095,20.16348773841962,4.632152588555858,21.525885558583106,17.847411444141688,19.07356948228883,42.8,49.59128065395095
대구,비수도권,2016,3,2016.3/4,60.1,65.9,1312.0,62.4,791.0,2103.0,3.7,72.5,4.1,69.6,74.3,52.8,3.2,51.1,57.7,18.499999999999993,19.700000000000003,14.014251781472684,14.014251781472684,47.347585114806016,92.95328582739509,72.68408551068883,43.705463182897866,21.694378463974665,7.205067300079176,23.198733174980205,19.239904988123516,22.090261282660332,42.8,47.110055423594616
대전,비수도권,2016,3,2016.3/4,59.9,64.8,804.0,62.1,492.0,1296.0,3.5,72.4,3.8,69.7,73.8,52.1,3.2,50.4,55.8,19.300000000000004,20.300000000000004,17.525773195876287,12.371134020618557,47.29381443298969,93.94329896907216,80.28350515463917,53.99484536082474,19.974226804123713,6.443298969072164,17.13917525773196,22.938144329896907,15.335051546391753,40.9,51.03092783505154
부산,비수도권,2016,3,2016.3/4,56.2,62.4,1754.0,58.4,1247.0,3001.0,3.8,69.2,4.3,66.3,71.7,48.4,3.1,46.9,53.4,19.4,20.800000000000004,14.819205690574986,16.71606401896858,44.398340248962654,91.81979845880261,77.17842323651453,48.01422643746295,23.058684054534677,6.1055127445168935,19.79845880260818,21.69531713100178,20.33195020746888,41.8,45.583876704208656
서울,수도권,2016,3,2016.3/4,60.2,65.9,5381.0,62.7,3195.0,8576.0,4.1,73.2,4.2,70.1,75.5,53.1,3.9,51.0,56.8,19.099999999999994,20.1,16.656982374588416,13.248111563044743,47.97598295564594,93.5502614758861,78.52024017044354,50.338950222738724,21.46039124539996,6.720898702304861,18.574472206081737,19.387952740654658,19.36858415649816,42.3,54.19329846988185
울산,비수도권,2016,3,2016.3/4,59.3,62.6,603.0,61.7,374.0,977.0,3.8,76.8,4.8,73.1,75.6,45.8,2.0,44.9,48.4,28.199999999999996,31.0,14.310344827586208,11.724137931034482,48.96551724137931,93.96551724137932,80.86206896551724,57.758620689655174,17.413793103448274,5.689655172413794,15.344827586206897,23.620689655172413,18.620689655172416,41.3,41.03448275862069
인천,수도권,2016,3,2016.3/4,62.3,67.6,1611.0,65.4,854.0,2465.0,4.7,77.2,5.0,73.3,78.2,53.9,4.2,51.6,56.8,21.699999999999996,23.300000000000004,15.885416666666666,11.9140625,48.50260416666667,94.46614583333334,81.90104166666666,50.0,26.497395833333332,5.403645833333334,16.471354166666664,20.182291666666664,19.401041666666664,42.3,38.73697916666667
전남,비수도권,2016,3,2016.3/4,64.3,68.6,1018.0,66.1,522.0,1540.0,2.8,75.6,3.7,72.8,76.1,56.9,1.7,56.0,60.4,16.799999999999997,18.699999999999996,10.616784630940344,27.199191102123354,38.32153690596562,80.788675429727,58.84732052578362,35.28816986855409,18.503538928210315,5.055611729019211,30.940343781597573,23.154701718907987,12.942366026289182,39.4,29.42366026289181
전북,비수도권,2016,3,2016.3/4,61.6,66.6,980.0,62.4,590.0,1570.0,1.3,72.1,1.4,71.1,74.4,53.1,1.1,52.6,58.6,18.499999999999993,18.999999999999993,11.983471074380166,22.210743801652892,41.735537190082646,85.3305785123967,62.70661157024794,41.01239669421488,16.012396694214875,5.681818181818182,28.82231404958678,20.351239669421485,18.285123966942148,41.3,39.77272727272727
제주,비수도권,2016,3,2016.3/4,69.3,73.6,366.0,71.1,149.0,515.0,2.4,78.4,2.8,76.1,79.4,64.0,2.0,62.8,67.5,13.299999999999997,14.400000000000006,14.285714285714285,18.487394957983195,45.378151260504204,88.51540616246498,64.70588235294117,39.21568627450981,18.76750700280112,7.002801120448179,28.57142857142857,24.649859943977592,23.52941176470588,41.2,44.25770308123249
충남,비수도권,2016,3,2016.3/4,63.4,68.6,1308.0,65.6,687.0,1995.0,3.3,78.3,3.4,75.7,79.8,52.6,3.2,51.0,56.5,24.700000000000003,25.699999999999996,15.09881422924901,18.26086956521739,44.58498023715415,88.61660079051383,68.93280632411067,48.93280632411067,14.703557312252965,5.296442687747035,24.110671936758894,19.288537549407113,20.948616600790515,43.1,35.8102766798419
충북,비수도권,2016,3,2016.3/4,63.1,69.0,885.0,64.9,480.0,1365.0,2.7,73.4,2.2,71.8,76.3,56.4,3.3,54.5,61.3,17.299999999999997,17.000000000000007,14.965197215777263,17.16937354988399,43.27146171693735,90.48723897911833,69.37354988399072,47.679814385150806,16.58932714617169,5.104408352668213,23.54988399071926,20.185614849187935,19.953596287703014,42.1,37.7030162412993
강원,비수도권,2016,4,2016.4/4,59.0,65.6,778.0,60.2,513.0,1291.0,2.0,68.6,2.0,67.2,72.6,52.3,2.1,51.2,58.4,16.0,16.299999999999997,12.598425196850393,19.816272965879264,41.86351706036746,88.58267716535433,67.06036745406824,43.963254593175854,17.585301837270343,5.511811023622047,25.853018372703414,17.060367454068242,23.228346456692915,43.2,36.351706036745405
경기,수도권,2016,4,2016.4/4,61.8,67.3,6793.0,63.9,3833.0,10627.0,3.4,75.7,3.2,73.3,78.4,52.3,3.7,50.4,56.0,22.9,23.400000000000006,15.284974093264248,11.109417860408412,50.655288021944536,94.97104541298384,78.04023163669613,54.51081987199024,18.317586101798234,5.227064919231942,18.805242304175557,12.709539774459005,20.512039012496192,43.9,47.11978055470893
경남,비수도권,2016,4,2016.4/4,61.2,66.7,1772.0,62.9,1047.0,2819.0,2.6,74.8,2.5,72.9,76.8,50.9,2.8,49.5,55.8,23.400000000000006,23.9,13.035921205098495,16.628041714947855,45.94438006952492,90.78794901506373,67.67091541135574,47.62456546929316,15.585168018539978,4.5191193511008105,26.4774044032445,16.859791425260717,25.608342989571263,44.0,39.22363847045191
경북,비수도권,2016,4,2016.4/4,62.7,67.8,1491.0,64.4,823.0,2315.0,2.6,76.5,2.6,74.6,78.0,52.5,2.7,51.1,56.8,23.499999999999993,24.0,11.914600550964186,22.933884297520663,41.18457300275482,85.60606060606061,64.53168044077135,43.52617079889807,16.8732782369146,4.201101928374656,27.96143250688705,17.63085399449036,22.65840220385675,43.1,32.85123966942149
광주,비수도권,2016,4,2016.4/4,58.1,62.5,752.0,59.8,507.0,1258.0,2.8,70.9,2.8,68.9,72.8,49.3,2.9,47.8,52.3,21.10000000000001,21.60000000000001,13.679890560875513,13.132694938440492,50.47879616963065,92.61285909712723,74.00820793433653,49.3844049247606,19.699042407660738,4.924760601915184,22.024623803009575,13.269493844049249,19.835841313269494,44.0,50.47879616963065
대구,비수도권,2016,4,2016.4/4,59.5,65.7,1297.0,61.6,807.0,2104.0,3.5,71.6,4.0,68.7,73.8,52.2,2.9,50.7,57.7,18.0,19.39999999999999,13.66906474820144,13.908872901678656,47.082334132693845,93.36530775379697,72.18225419664267,44.12470023980815,20.863309352517987,7.194244604316546,23.741007194244602,13.74900079936051,22.142286171063148,43.9,47.88169464428457
대전,비수도권,2016,4,2016.4/4,60.0,64.9,802.0,61.9,494.0,1296.0,3.0,71.6,3.2,69.3,73.5,52.5,2.7,51.1,56.3,18.199999999999996,19.099999999999994,17.737789203084834,12.467866323907455,47.17223650385604,93.83033419023135,80.20565552699229,55.26992287917738,18.76606683804627,6.169665809768637,17.35218508997429,13.753213367609254,16.709511568123396,42.8,51.285347043701805
부산,비수도권,2016,4,2016.4/4,56.3,62.8,1746.0,58.2,1252.0,2999.0,3.4,69.1,3.5,66.7,72.5,48.1,3.1,46.6,53.4,20.1,20.999999999999993,14.751184834123224,17.002369668246445,44.19431279620853,91.9431279620853,77.66587677725119,48.518957345971565,22.45260663507109,6.69431279620853,19.312796208530806,15.758293838862558,21.445497630331754,43.3,45.556872037914694
서울,수도권,2016,4,2016.4/4,60.4,66.2,5385.0,62.8,3186.0,8570.0,3.9,73.1,3.8,70.3,75.7,53.4,3.9,51.3,57.3,19.0,19.699999999999996,16.380142939926596,13.289549932393276,47.9814564419548,93.54838709677419,78.67490824802009,50.02897430944563,21.49893760865366,7.1663125362178866,18.543558045199923,13.695190264632027,20.629708325284916,43.6,53.42862661773228
울산,비수도권,2016,4,2016.4/4,59.6,63.3,606.0,62.1,370.0,977.0,3.9,77.2,4.5,73.7,76.5,46.3,3.0,44.9,49.0,28.800000000000004,30.900000000000006,14.065180102915953,11.663807890222985,48.88507718696398,94.33962264150944,80.44596912521442,58.31903945111492,16.9811320754717,5.145797598627787,15.437392795883362,13.893653516295027,21.612349914236706,43.9,39.96569468267582
인천,수도권,2016,4,2016.4/4,61.6,67.1,1588.0,64.3,883.0,2471.0,4.2,76.3,4.1,73.2,78.2,52.6,4.4,50.3,55.8,22.900000000000006,23.699999999999996,15.253122945430638,11.900065746219592,48.5207100591716,94.74030243261012,81.65680473372781,50.69033530571993,25.18080210387903,5.851413543721236,16.56804733727811,12.6232741617357,20.973044049967125,43.9,38.724523339907954
전남,비수도권,2016,4,2016.4/4,63.2,67.6,1002.0,65.0,539.0,1540.0,2.9,73.8,3.2,71.4,74.6,56.6,2.5,55.2,59.9,16.200000000000003,17.199999999999996,10.277492291880781,27.543679342240495,38.026721479958894,80.78108941418294,60.123329907502566,35.765673175745114,18.602261048304214,5.755395683453238,30.729701952723538,20.65775950668037,13.052415210688592,40.0,29.907502569373072
전북,비수도권,2016,4,2016.4/4,60.0,65.6,959.0,61.1,611.0,1570.0,1.8,71.2,2.0,69.8,73.3,51.4,1.6,50.6,57.5,19.199999999999996,19.800000000000004,11.78343949044586,21.443736730360936,42.569002123142255,86.09341825902335,64.3312101910828,42.25053078556263,17.091295116772823,5.095541401273886,28.02547770700637,16.454352441613587,18.152866242038215,42.1,40.76433121019109
제주,비수도권,2016,4,2016.4/4,70.7,75.0,373.0,72.0,145.0,518.0,1.8,78.1,2.2,76.4,80.3,65.9,1.3,65.1,69.4,11.300000000000011,12.199999999999989,13.896457765667575,18.80108991825613,45.23160762942779,88.28337874659401,66.4850136239782,39.782016348773844,18.256130790190735,8.446866485013624,26.975476839237057,18.52861035422343,25.61307901907357,42.6,43.32425068119891
충남,비수도권,2016,4,2016.4/4,62.4,68.6,1278.0,63.6,730.0,2008.0,1.9,76.5,1.8,75.1,80.3,50.6,2.2,49.5,55.7,25.599999999999994,25.9,14.924181963288108,17.07901037509976,45.81005586592179,89.86432561851556,70.86991221069432,51.15722266560255,15.243415802075019,4.4692737430167595,23.543495610534716,13.647246608140462,21.54828411811652,44.1,36.87150837988827
충북,비수도권,2016,4,2016.4/4,62.5,68.6,874.0,63.9,494.0,1368.0,2.2,72.2,2.1,70.7,75.4,55.7,2.5,54.3,61.5,16.400000000000006,16.5,14.736842105263156,16.72514619883041,44.09356725146199,90.76023391812865,70.17543859649122,48.421052631578945,16.72514619883041,4.912280701754386,23.391812865497073,15.43859649122807,21.28654970760234,43.2,39.29824561403509
강원,비수도권,2017,1,2017.1/4,56.0,64.1,754.0,58.3,539.0,1293.0,3.9,66.7,3.4,64.4,71.2,50.3,4.6,48.0,56.9,16.400000000000006,16.400000000000006,13.812154696132598,17.5414364640884,43.0939226519337,91.16022099447514,67.67955801104972,47.651933701657455,16.16022099447514,3.867403314917127,26.10497237569061,18.370165745856355,23.204419889502763,42.5,38.25966850828729
경기,수도권,2017,1,2017.1/4,61.0,66.9,6806.0,63.7,3876.0,10682.0,4.3,75.5,4.2,72.3,77.7,52.1,4.5,49.8,55.9,22.5,23.4,15.312547995699585,10.52065734910152,50.91383812010444,95.46920595914607,78.16003686069728,55.13745968361234,17.892796805406235,5.129780371678697,18.87574873291353,13.699892489632928,20.53448011058209,43.4,47.79603747504223
경남,비수도권,2017,1,2017.1/4,59.8,65.8,1750.0,62.0,1074.0,2824.0,3.4,74.2,3.4,71.7,75.8,49.7,3.4,48.0,55.0,23.700000000000003,24.5,12.781065088757396,15.79881656804734,46.3905325443787,91.42011834319527,67.39644970414201,48.04733727810651,14.852071005917159,4.497041420118343,27.278106508875737,18.04733727810651,26.094674556213015,43.8,40.11834319526627
경북,비수도권,2017,1,2017.1/4,60.8,66.9,1466.0,63.3,850.0,2316.0,3.9,75.3,3.5,72.7,76.7,51.6,4.6,49.2,56.4,23.5,23.699999999999996,12.349183818310859,21.220723917672107,42.01561391057488,86.94109297374024,64.65578424414478,44.996451383960256,15.613910574875797,4.045422285308729,28.601845280340665,19.659332860184527,22.285308729595457,42.1,34.705464868701206
광주,비수도권,2017,1,2017.1/4,58.3,63.4,754.0,59.8,506.0,1259.0,2.6,70.1,2.6,68.3,72.9,50.2,2.7,48.8,54.1,19.5,19.89999999999999,14.577656675749317,12.125340599455042,50.2724795640327,93.46049046321527,74.79564032697547,50.68119891008175,18.93732970027248,5.177111716621254,21.389645776566756,15.531335149863759,18.93732970027248,43.3,50.68119891008175
대구,비수도권,2017,1,2017.1/4,58.7,65.3,1295.0,61.5,811.0,2106.0,4.6,71.6,5.0,68.0,73.5,51.9,4.0,49.9,57.2,18.1,19.699999999999996,13.927125506072874,13.684210526315791,46.88259109311741,93.84615384615384,71.90283400809716,46.47773279352227,18.62348178137652,6.801619433198381,24.129554655870443,14.251012145748987,22.672064777327936,43.6,49.31174089068826
대전,비수도권,2017,1,2017.1/4,58.6,64.0,793.0,61.1,504.0,1296.0,4.1,70.8,3.8,68.1,73.0,51.8,4.4,49.5,55.0,18.599999999999994,19.0,17.63157894736842,11.842105263157894,47.63157894736842,94.47368421052632,80.39473684210526,56.315789473684205,18.421052631578945,5.657894736842105,17.5,13.289473684210526,17.236842105263158,42.6,52.89473684210526
부산,비수도권,2017,1,2017.1/4,55.9,62.9,1758.0,58.7,1238.0,2996.0,4.8,69.0,4.3,66.0,72.6,49.1,5.5,46.4,53.5,19.6,19.9,14.814814814814813,16.48745519713262,44.504181600955796,92.5925925925926,77.12066905615292,49.70131421744325,20.84826762246117,6.5710872162485074,19.59378733572282,15.113500597371566,21.68458781362007,43.2,46.59498207885305
서울,수도권,2017,1,2017.1/4,59.6,65.7,5368.0,62.7,3198.0,8566.0,4.9,72.9,5.0,69.3,75.0,53.3,4.9,50.7,56.8,18.599999999999994,19.60000000000001,16.454456415279136,13.006856023506366,48.05093046033301,93.82957884427032,78.8050930460333,51.43976493633693,20.70519098922625,6.64054848188051,18.51126346718903,14.025465230166503,19.627815866797256,43.1,54.37806072477963
세종,비수도권,2017,1,2017.1/4,59.9,64.4,124.0,61.6,77.0,202.0,2.7,74.9,2.5,73.0,76.9,48.4,3.1,46.9,51.5,26.1,26.500000000000007,14.049586776859504,10.743801652892563,57.85123966942148,95.0413223140496,81.81818181818183,65.28925619834712,12.396694214876034,3.3057851239669422,14.87603305785124,14.049586776859504,18.181818181818183,42.1,61.15702479338842
울산,비수도권,2017,1,2017.1/4,59.0,63.3,600.0,61.4,377.0,977.0,4.0,75.7,3.7,72.8,76.3,46.5,4.4,44.5,49.3,28.299999999999997,29.200000000000003,14.756944444444445,10.76388888888889,49.47916666666667,95.3125,79.6875,57.8125,16.145833333333336,5.729166666666666,16.493055555555554,13.715277777777779,21.70138888888889,43.7,41.31944444444444
인천,수도권,2017,1,2017.1/4,60.7,66.7,1594.0,64.3,883.0,2477.0,5.6,75.9,6.1,71.3,76.5,53.0,5.0,50.4,56.8,20.9,22.900000000000006,15.35904255319149,11.569148936170212,48.8031914893617,95.34574468085107,80.58510638297872,51.66223404255319,23.537234042553195,5.38563829787234,17.287234042553195,12.433510638297872,20.6781914893617,43.5,40.29255319148936
전남,비수도권,2017,1,2017.1/4,59.8,65.3,965.0,62.6,576.0,1541.0,4.5,72.5,4.2,69.5,72.8,53.0,4.8,50.5,57.2,19.0,19.5,10.52060737527115,25.92190889370933,39.04555314533623,82.32104121475055,60.73752711496746,36.984815618221255,17.895878524945772,5.856832971800434,31.77874186550976,25.92190889370933,11.822125813449023,38.1,31.344902386117134
전북,비수도권,2017,1,2017.1/4,56.9,63.5,928.0,59.1,643.0,1571.0,3.7,70.9,3.8,68.2,72.1,47.7,3.4,46.1,54.6,22.1,23.200000000000003,11.6331096196868,19.798657718120804,44.07158836689038,87.80760626398211,65.21252796420582,43.51230425055929,17.002237136465325,4.586129753914989,28.859060402684566,20.246085011185684,18.568232662192393,40.7,42.61744966442953
제주,비수도권,2017,1,2017.1/4,70.3,75.7,374.0,71.7,148.0,522.0,2.0,78.6,2.1,77.0,81.4,64.9,1.9,63.7,69.7,13.299999999999997,13.699999999999989,14.168937329700274,17.43869209809264,45.50408719346049,89.64577656675749,67.8474114441417,42.234332425068125,17.43869209809264,8.446866485013624,26.70299727520436,20.708446866485016,21.525885558583106,41.1,44.6866485013624
충남,비수도권,2017,1,2017.1/4,58.4,66.1,1097.0,60.2,724.0,1821.0,3.1,73.6,2.7,71.6,78.0,46.7,3.7,45.0,53.0,26.599999999999994,26.89999999999999,14.863593603010347,15.051740357478833,47.03668861712135,91.72154280338664,73.09501411100658,52.77516462841017,15.428033866415806,4.985888993414863,22.10724365004704,13.922859830667921,21.260583254938854,43.1,37.06491063029163
충북,비수도권,2017,1,2017.1/4,59.2,66.6,838.0,61.1,533.0,1371.0,3.1,69.9,2.6,68.1,73.8,52.4,3.7,50.5,59.0,17.599999999999994,17.500000000000007,14.77832512315271,14.408866995073891,46.18226600985222,92.85714285714286,72.16748768472905,50.73891625615764,16.25615763546798,5.172413793103448,22.906403940886698,16.00985221674877,20.8128078817734,42.5,40.51724137931034
강원,비수도권,2017,2,2017.2/4,63.2,68.7,836.0,64.6,459.0,1294.0,2.0,72.9,1.7,71.7,75.9,56.6,2.5,55.2,61.3,16.5,16.300000000000004,13.30891330891331,22.71062271062271,39.072039072039075,86.20268620268621,65.8119658119658,43.58974358974359,17.46031746031746,4.884004884004884,26.61782661782662,16.971916971916972,25.396825396825395,43.4,35.40903540903541
경기,수도권,2017,2,2017.2/4,62.3,67.8,6984.0,65.1,3752.0,10735.0,4.3,77.2,4.2,73.9,78.8,53.1,4.3,50.8,56.6,23.10000000000001,24.1,15.572176514584893,11.50336574420344,49.43904263275991,94.56993268511593,77.4869109947644,53.65744203440539,18.459237097980555,5.370231862378459,19.07255048616305,13.313388182498132,21.301421091997007,44.1,47.00074794315632
경남,비수도권,2017,2,2017.2/4,61.4,66.9,1792.0,63.4,1036.0,2828.0,3.1,75.4,3.7,72.6,76.5,51.3,2.1,50.2,56.5,22.39999999999999,24.10000000000001,12.435233160621761,17.271157167530223,45.48071387449626,90.38572251007484,67.35751295336787,48.07138744962579,14.73805411629246,4.548071387449626,26.65515256188831,16.350028785261948,26.42487046632124,44.4,40.8175014392631
경북,비수도권,2017,2,2017.2/4,63.4,68.3,1512.0,65.3,805.0,2316.0,2.9,76.3,2.9,74.2,78.0,54.4,2.9,52.8,57.9,21.400000000000006,21.9,12.125340599455042,23.637602179836513,40.25885558583106,85.01362397820164,64.71389645776566,44.00544959128065,15.871934604904633,4.904632152588556,27.247956403269757,15.531335149863759,23.092643051771116,43.7,34.19618528610354
광주,비수도권,2017,2,2017.2/4,59.2,63.7,773.0,61.4,487.0,1260.0,3.5,71.3,3.6,68.7,72.9,51.9,3.2,50.3,54.7,18.400000000000006,19.4,14.47721179624665,13.136729222520108,49.46380697050938,92.22520107238606,75.33512064343164,50.26809651474531,19.43699731903485,5.630026809651475,21.0455764075067,15.683646112600535,18.36461126005362,43.3,51.206434316353885
대구,비수도권,2017,2,2017.2/4,59.3,65.4,1304.0,61.9,803.0,2107.0,4.1,71.1,4.2,68.1,73.4,53.2,4.0,51.1,57.5,16.999999999999993,17.89999999999999,12.959999999999999,14.799999999999999,46.32,92.72,72.32,46.239999999999995,18.72,7.359999999999999,23.76,14.879999999999999,21.6,43.6,48.64
대전,비수도권,2017,2,2017.2/4,59.1,63.9,795.0,61.3,501.0,1296.0,3.7,72.1,3.6,69.5,74.1,50.9,3.8,49.0,53.7,20.5,21.199999999999996,16.971279373368144,13.185378590078328,47.51958224543081,93.47258485639686,80.67885117493474,56.26631853785901,18.66840731070496,5.7441253263707575,17.10182767624021,12.402088772845952,16.449086161879894,43.0,52.61096605744125
부산,비수도권,2017,2,2017.2/4,56.8,63.8,1785.0,59.6,1209.0,2994.0,4.8,70.1,4.7,66.8,73.5,49.9,5.0,47.5,54.4,19.299999999999997,20.199999999999996,14.941176470588236,16.88235294117647,44.64705882352941,92.11764705882352,78.3529411764706,49.470588235294116,22.235294117647058,6.588235294117648,18.64705882352941,16.705882352941178,21.470588235294116,43.0,45.88235294117647
서울,수도권,2017,2,2017.2/4,60.4,66.5,5414.0,63.2,3147.0,8561.0,4.5,73.2,4.7,69.8,75.6,54.1,4.2,51.8,57.9,18.0,19.1,16.68600154679041,13.669760247486465,47.66047950502707,93.5614849187935,79.48569218870844,51.99149265274555,21.11368909512761,6.380510440835267,18.05877803557618,13.9984532095901,19.296210363495746,43.2,54.988399071925755
세종,비수도권,2017,2,2017.2/4,62.3,65.6,132.0,63.4,76.0,208.0,1.6,75.7,1.9,74.3,76.7,51.1,1.1,50.5,53.9,23.799999999999997,24.6,13.846153846153847,12.307692307692308,55.38461538461539,92.3076923076923,80.76923076923077,62.30769230769231,14.615384615384617,4.615384615384616,15.384615384615385,14.615384615384617,17.692307692307693,42.3,60.0
울산,비수도권,2017,2,2017.2/4,60.1,64.1,609.0,62.3,368.0,977.0,3.6,76.7,4.0,73.6,76.7,47.4,2.8,46.0,50.4,27.599999999999994,29.300000000000004,14.65076660988075,11.41396933560477,48.722316865417376,94.54855195911414,79.89778534923339,56.72913117546848,17.035775127768314,6.132879045996593,16.524701873935264,13.458262350936966,21.63543441226576,43.8,41.396933560477
인천,수도권,2017,2,2017.2/4,62.0,67.7,1618.0,65.2,865.0,2483.0,4.8,77.4,5.2,73.4,78.2,53.2,4.2,51.0,57.0,22.400000000000006,24.200000000000003,15.779220779220779,12.532467532467532,47.4025974025974,94.54545454545455,81.16883116883116,50.71428571428571,23.7012987012987,6.753246753246753,16.68831168831169,13.896103896103895,21.298701298701296,43.6,40.19480519480519
전남,비수도권,2017,2,2017.2/4,62.7,66.8,998.0,64.8,543.0,1541.0,3.1,73.6,3.6,71.0,73.9,56.2,2.6,54.7,59.0,16.299999999999997,17.39999999999999,10.13443640124095,28.541882109617372,37.5387797311272,80.04136504653567,59.77249224405378,36.09100310237849,17.78697001034126,5.997931747673216,30.920372285418825,17.993795243019648,13.133402275077561,40.8,31.64426059979317
전북,비수도권,2017,2,2017.2/4,59.7,65.2,964.0,61.4,607.0,1571.0,2.7,71.9,3.2,69.6,73.5,51.3,1.9,50.3,56.4,19.299999999999997,20.60000000000001,11.727078891257996,22.388059701492537,41.7910447761194,85.71428571428571,64.92537313432835,41.68443496801706,17.3773987206823,5.970149253731343,27.078891257995735,17.803837953091683,18.976545842217483,42.0,41.57782515991471
제주,비수도권,2017,2,2017.2/4,71.4,76.5,383.0,72.8,143.0,526.0,1.9,78.9,1.8,77.4,82.0,66.8,2.0,65.5,70.8,11.900000000000006,12.100000000000009,14.095744680851062,17.819148936170212,45.21276595744681,89.09574468085107,68.08510638297872,41.755319148936174,18.882978723404257,7.446808510638298,27.127659574468083,18.351063829787233,21.01063829787234,41.9,45.47872340425532
충남,비수도권,2017,2,2017.2/4,63.6,68.7,1199.0,65.6,628.0,1828.0,3.1,78.0,2.9,75.7,79.9,53.0,3.3,51.3,56.4,24.400000000000006,25.0,13.68330464716007,20.051635111876077,44.061962134251296,87.4354561101549,69.01893287435456,47.16006884681583,16.092943201376936,5.76592082616179,24.354561101549052,15.23235800344234,22.289156626506024,43.6,35.111876075731494
충북,비수도권,2017,2,2017.2/4,63.8,69.9,897.0,65.3,477.0,1374.0,2.3,74.4,2.4,72.6,77.4,56.2,2.1,55.0,62.0,17.599999999999994,18.200000000000003,15.279361459521096,17.44583808437856,43.21550741163056,90.3078677309008,69.66932725199544,47.5484606613455,16.077537058152792,5.929304446978335,23.603192702394526,14.481185860889395,22.462941847206388,43.9,38.99657924743444
강원,비수도권,2017,3,2017.3/4,63.7,68.8,842.0,65.0,453.0,1296.0,2.0,72.5,1.5,71.4,75.4,57.9,2.5,56.4,62.0,15.000000000000007,14.600000000000001,13.075060532687651,23.365617433414045,38.7409200968523,85.4721549636804,65.98062953995158,42.251815980629544,18.401937046004843,5.326876513317192,26.39225181598063,23.24455205811138,24.33414043583535,41.9,35.351089588377725
경기,수도권,2017,3,2017.3/4,62.7,68.2,7031.0,65.2,3754.0,10785.0,3.8,77.4,4.0,74.3,79.2,53.2,3.5,51.3,57.0,23.0,24.200000000000003,15.821381043915423,11.769924589679137,49.14978559810735,94.38119177879639,77.85006653851842,54.014490610675736,18.689930504214107,5.145645423628567,18.941298240425848,20.257282271181428,18.571639804820347,42.3,46.26644980038444
경남,비수도권,2017,3,2017.3/4,61.1,66.5,1778.0,62.8,1054.0,2832.0,2.6,74.8,3.1,72.5,76.5,50.7,2.0,49.7,55.7,22.799999999999997,24.099999999999994,12.362796071634893,17.33102253032929,45.29173887926055,90.1213171577123,67.30213749277874,48.29578278451762,14.846909300982091,4.15944540727903,26.689774696707108,21.25938763720393,22.876949740034664,42.6,41.24783362218371
경북,비수도권,2017,3,2017.3/4,63.2,68.5,1494.0,64.5,822.0,2316.0,2.0,75.7,2.0,74.2,78.2,53.5,2.0,52.4,58.0,21.800000000000004,22.200000000000003,12.013651877133105,23.48122866894198,40.40955631399317,85.11945392491468,63.82252559726962,43.89078498293515,14.948805460750853,5.051194539249146,27.918088737201362,19.453924914675767,20.68259385665529,42.8,34.26621160409557
광주,비수도권,2017,3,2017.3/4,59.3,64.0,770.0,61.1,490.0,1260.0,2.9,70.7,3.8,68.1,72.1,52.0,1.9,51.0,55.9,17.099999999999994,18.700000000000003,14.99330655957162,13.520749665327978,48.058902275769746,92.3694779116466,75.90361445783132,51.27175368139224,19.143239625167336,5.4886211512717535,20.74966532797858,19.812583668005352,17.13520749665328,42.0,50.73627844712182
대구,비수도권,2017,3,2017.3/4,58.9,65.0,1285.0,61.0,823.0,2108.0,3.4,69.7,3.3,67.4,72.5,52.7,3.5,50.9,57.5,16.500000000000007,17.0,12.318840579710146,15.136876006441224,46.4573268921095,92.512077294686,72.46376811594203,46.2962962962963,18.679549114331724,7.487922705314009,23.832528180354267,17.310789049919485,19.404186795491142,42.7,48.228663446054746
대전,비수도권,2017,3,2017.3/4,58.8,63.7,783.0,60.4,514.0,1296.0,2.6,71.4,2.9,69.3,73.9,49.7,2.1,48.6,53.4,20.699999999999996,21.700000000000003,16.79790026246719,13.123359580052494,47.3753280839895,93.43832020997375,79.39632545931758,56.69291338582677,17.585301837270343,5.118110236220472,18.241469816272964,20.078740157480315,14.960629921259844,41.2,53.674540682414694
부산,비수도권,2017,3,2017.3/4,56.4,63.5,1769.0,59.2,1221.0,2990.0,4.6,70.4,4.5,67.2,73.9,48.7,4.6,46.5,53.3,20.700000000000003,21.700000000000003,14.869668246445498,17.239336492890995,44.372037914691944,91.88388625592417,78.55450236966824,50.53317535545023,21.32701421800948,6.753554502369669,18.305687203791468,20.438388625592417,18.601895734597157,41.8,45.14218009478673
