region,metro_area,year,quarter,period,employment_rate,employment_rate_15_64,labor_force,labor_force_participation_rate,not_in_labor_force,population_15plus,unemployment_rate,male_labor_force_participation_rate,male_unemployment_rate,male_employment_rate,male_employment_rate_15_64,female_labor_force_participation_rate,female_unemployment_rate,female_employment_rate,female_employment_rate_15_64,gender_employment_rate_gap,gender_labor_force_participation_gap,youth_employed_share,senior_employed_share,core_30_49_employed_share,working_age_employed_share,wage_worker_share,regular_worker_share,temporary_worker_share,daily_worker_share,self_employed_share,short_hours_worker_share,long_hours_worker_share,average_weekly_hours,college_employed_share
충남,비수도권,2018,2,2018.2/4,64.4,69.2,1226.0,66.2,625.0,1852.0,2.7,76.7,2.8,74.5,78.2,55.5,2.5,54.1,59.3,20.4,21.200000000000003,13.57921207041073,21.45850796311819,42.91701592623638,86.58843252305113,67.72841575859178,49.0360435875943,13.4953897736798,5.1969823973176865,25.31433361274099,19.69823973176865,19.027661357921207,42.2,36.127409891031014
충북,비수도권,2018,2,2018.2/4,64.8,70.1,920.0,66.6,463.0,1383.0,2.6,77.0,2.2,75.4,79.4,56.1,3.2,54.3,60.1,21.10000000000001,20.9,14.732142857142858,19.866071428571427,41.517857142857146,88.39285714285714,68.97321428571429,48.88392857142857,14.84375,5.245535714285714,23.772321428571427,21.651785714285715,16.741071428571427,41.5,38.504464285714285
강원,비수도권,2018,3,2018.3/4,63.0,68.1,842.0,64.7,458.0,1301.0,2.7,73.9,2.7,71.9,76.8,56.0,2.6,54.5,59.1,17.400000000000006,17.900000000000006,13.048780487804878,24.75609756097561,37.073170731707314,84.8780487804878,66.70731707317074,42.68292682926829,18.414634146341463,5.609756097560976,25.975609756097562,25.0,20.853658536585364,41.1,38.53658536585366
경기,수도권,2018,3,2018.3/4,62.2,68.0,7109.0,64.7,3874.0,10983.0,3.8,76.4,3.8,73.5,78.5,53.3,3.9,51.2,57.2,22.299999999999997,23.10000000000001,15.518502267076203,12.593242650285214,48.266783677051336,94.09097557408221,78.10443176831944,55.36053824776948,17.55155770074594,5.206962117887962,19.028813807225394,22.729267222465992,14.962702939885913,40.7,48.36916776363902
경남,비수도권,2018,3,2018.3/4,62.1,67.4,1818.0,63.9,1028.0,2847.0,2.7,76.5,2.8,74.4,78.6,51.3,2.5,50.0,55.3,24.400000000000006,25.200000000000003,11.98417184850198,18.99378179762578,44.48841153193895,89.08988128886377,66.59129451667609,48.50197851893726,14.527981910684002,3.5613340870548336,26.851328434143586,23.96834369700396,18.315432447710574,40.8,41.60542679479932
경북,비수도권,2018,3,2018.3/4,62.3,67.0,1507.0,65.1,809.0,2316.0,4.3,75.8,4.4,72.5,75.4,54.5,4.1,52.2,58.0,20.299999999999997,21.299999999999997,11.365211365211366,25.017325017325014,39.15453915453915,83.78378378378379,62.09286209286209,43.03534303534304,14.483714483714483,4.5738045738045745,28.34372834372834,22.245322245322246,18.364518364518364,41.6,34.65003465003465
광주,비수도권,2018,3,2018.3/4,59.5,64.5,782.0,62.0,480.0,1261.0,3.9,71.5,4.3,68.4,72.9,53.0,3.4,51.2,56.2,17.200000000000003,18.5,15.579227696404793,13.715046604527299,47.66977363515313,92.14380825565912,77.62982689747004,53.26231691078562,19.307589880159785,5.0599201065246335,19.973368841544605,22.503328894806923,12.649800266311583,40.4,52.729693741677764
대구,비수도권,2018,3,2018.3/4,58.8,64.7,1294.0,61.4,812.0,2106.0,4.3,70.3,4.6,67.1,71.9,53.1,3.9,51.0,57.6,16.099999999999994,17.199999999999996,13.489499192245557,16.478190630048463,44.18416801292407,91.437802907916,72.37479806138933,47.41518578352181,18.578352180936992,6.381260096930533,23.101777059773827,22.940226171243943,14.94345718901454,40.6,48.62681744749596
대전,비수도권,2018,3,2018.3/4,58.6,63.6,790.0,61.2,502.0,1292.0,4.3,70.9,4.8,67.5,71.9,51.8,3.5,50.0,55.2,17.5,19.10000000000001,16.116248348745046,14.002642007926024,47.15984147952444,92.86657859973579,77.80713342140027,54.689564068692206,17.701453104359313,5.5482166446499335,19.418758256274767,24.042272126816382,13.474240422721268,40.2,52.70805812417437
부산,비수도권,2018,3,2018.3/4,55.4,62.4,1716.0,57.7,1257.0,2973.0,4.1,67.5,5.0,64.2,70.9,48.6,2.9,47.2,54.1,17.0,18.9,14.155528554070473,19.015795868772784,42.952612393681655,90.94775212636695,79.16160388821385,54.67800729040098,18.894289185905226,5.6500607533414335,18.286755771567435,23.51154313487242,14.88456865127582,40.4,48.724179829890645
서울,수도권,2018,3,2018.3/4,59.6,66.0,5332.0,62.6,3184.0,8516.0,4.9,71.6,5.0,68.0,74.0,54.4,4.7,51.9,58.4,16.1,17.199999999999996,16.715947171299035,14.0153755174453,47.545830869308105,93.15986595702739,80.16952493593534,52.69071555292726,21.565148827123988,5.913660555884092,17.504435245416914,25.172481766213284,14.251921939680662,40.1,57.30337078651685
세종,비수도권,2018,3,2018.3/4,62.6,66.1,157.0,64.2,87.0,244.0,2.4,76.8,1.8,75.4,78.7,51.7,3.3,50.0,53.2,25.400000000000006,25.099999999999994,14.37908496732026,10.457516339869281,56.86274509803921,93.4640522875817,82.35294117647058,66.66666666666666,13.725490196078432,1.9607843137254901,15.032679738562091,22.22222222222222,14.37908496732026,39.9,63.39869281045751
울산,비수도권,2018,3,2018.3/4,58.6,63.0,599.0,61.6,373.0,972.0,4.9,74.4,5.2,70.5,74.7,48.4,4.4,46.2,50.4,24.299999999999997,26.000000000000007,13.508771929824562,12.456140350877194,48.24561403508772,94.03508771929825,82.98245614035088,58.59649122807018,19.473684210526315,4.912280701754386,13.859649122807017,22.982456140350877,15.6140350877193,40.5,41.40350877192983
인천,수도권,2018,3,2018.3/4,63.1,68.6,1645.0,65.7,860.0,2505.0,4.0,76.1,4.3,72.9,77.5,55.5,3.6,53.5,59.6,19.400000000000006,20.599999999999994,16.0126582278481,13.544303797468354,45.75949367088607,93.41772151898734,80.37974683544303,52.08860759493671,23.481012658227847,4.746835443037975,17.088607594936708,22.278481012658226,15.379746835443036,41.0,40.949367088607595
전남,비수도권,2018,3,2018.3/4,62.8,67.6,991.0,64.4,548.0,1539.0,2.5,73.6,2.6,71.6,75.4,55.5,2.2,54.2,59.2,17.39999999999999,18.099999999999994,10.031023784901757,28.74870734229576,37.5387797311272,80.45501551189244,60.9100310237849,37.64219234746639,17.78697001034126,5.4808686659772485,29.36918304033092,22.337125129265768,11.582213029989658,39.8,34.126163391933815
전북,비수도권,2018,3,2018.3/4,59.0,63.9,947.0,60.4,621.0,1568.0,2.4,70.4,2.8,68.4,72.4,50.8,1.8,49.9,55.0,18.500000000000007,19.60000000000001,10.486486486486486,24.43243243243243,41.08108108108108,84.32432432432432,65.62162162162161,41.945945945945944,16.64864864864865,7.135135135135136,25.945945945945947,23.243243243243246,13.513513513513514,39.8,39.78378378378378
제주,비수도권,2018,3,2018.3/4,68.2,73.2,378.0,69.3,168.0,546.0,1.6,77.3,1.5,76.1,80.0,61.4,1.7,60.4,66.0,15.699999999999996,15.899999999999999,13.440860215053762,18.548387096774192,44.086021505376344,88.97849462365592,65.86021505376344,41.39784946236559,17.473118279569892,6.989247311827956,27.419354838709676,27.956989247311824,17.20430107526882,39.0,47.58064516129033
충남,비수도권,2018,3,2018.3/4,65.8,70.5,1256.0,67.6,603.0,1858.0,2.7,78.3,2.6,76.3,79.8,56.5,2.8,55.0,60.1,21.299999999999997,21.799999999999997,14.402618657937808,21.849427168576106,41.734860883797054,86.2520458265139,67.43044189852701,48.854337152209496,12.193126022913257,6.30114566284779,25.53191489361702,20.867430441898527,16.53027823240589,41.2,35.59738134206219
충북,비수도권,2018,3,2018.3/4,64.6,69.8,918.0,66.3,467.0,1386.0,2.5,76.9,2.0,75.4,79.4,55.7,3.2,53.9,59.5,21.500000000000007,21.200000000000003,15.401785714285715,20.200892857142858,40.848214285714285,88.05803571428571,69.41964285714286,49.888392857142854,15.178571428571427,4.464285714285714,23.325892857142858,23.214285714285715,14.84375,40.3,38.392857142857146
강원,비수도권,2018,4,2018.4/4,61.0,67.3,812.0,62.4,490.0,1302.0,2.1,70.5,2.5,68.8,74.6,54.5,1.8,53.6,59.9,15.199999999999996,16.0,12.578616352201259,23.39622641509434,37.9874213836478,86.41509433962264,67.79874213836477,45.15723270440252,17.10691823899371,5.660377358490567,25.40880503144654,20.628930817610065,18.867924528301888,41.3,39.74842767295598
경기,수도권,2018,4,2018.4/4,61.8,67.7,7089.0,64.2,3961.0,11050.0,3.7,76.1,3.9,73.1,78.4,52.3,3.3,50.6,56.7,22.499999999999993,23.799999999999997,15.258456582222873,12.710499341045542,48.13296236637868,94.24513105872016,78.57665836872162,55.60111290086396,17.498901742568457,5.462000292868648,18.90467125494216,15.0680919607556,15.917411041148045,42.0,48.68941279835994
경남,비수도권,2018,4,2018.4/4,61.6,67.2,1807.0,63.4,1043.0,2850.0,2.9,75.7,3.1,73.3,77.8,51.2,2.4,49.9,55.7,23.4,24.5,11.674259681093394,18.45102505694761,45.21640091116173,89.52164009111617,68.22323462414579,49.31662870159453,14.635535307517083,4.271070615034168,25.39863325740319,18.735763097949885,20.10250569476082,42.5,42.25512528473804
경북,비수도권,2018,4,2018.4/4,62.3,67.8,1495.0,64.5,822.0,2317.0,3.5,75.7,3.5,73.1,76.3,53.5,3.5,51.6,58.5,21.499999999999993,22.200000000000003,11.434511434511435,24.393624393624393,39.36243936243936,84.54608454608454,63.13236313236313,43.728343728343724,14.345114345114347,5.058905058905059,28.205128205128204,19.75051975051975,18.15661815661816,41.7,35.48163548163548
광주,비수도권,2018,4,2018.4/4,59.6,64.9,776.0,61.5,486.0,1262.0,3.1,70.7,3.0,68.6,73.5,52.8,3.2,51.1,56.5,17.499999999999993,17.900000000000006,14.760638297872342,13.829787234042554,47.73936170212766,92.42021276595744,78.19148936170212,53.98936170212766,19.54787234042553,4.787234042553192,19.414893617021274,16.090425531914892,14.22872340425532,41.6,53.72340425531915
대구,비수도권,2018,4,2018.4/4,58.7,64.9,1277.0,60.7,828.0,2105.0,3.2,70.0,3.9,67.3,72.4,51.9,2.4,50.7,57.5,16.599999999999994,18.1,13.268608414239482,16.423948220064723,44.1747572815534,91.66666666666666,72.24919093851133,47.653721682847895,18.527508090614887,5.9870550161812295,23.220064724919094,17.880258899676377,15.048543689320388,41.7,48.786407766990294
대전,비수도권,2018,4,2018.4/4,58.7,64.0,791.0,61.3,500.0,1291.0,4.2,71.0,4.6,67.7,72.3,51.9,3.6,50.1,55.6,17.6,19.1,15.8311345646438,14.116094986807386,46.833773087071236,93.00791556728231,78.62796833773086,55.27704485488126,17.018469656992085,6.33245382585752,19.129287598944593,15.963060686015831,14.379947229551451,41.5,52.638522427440634
부산,비수도권,2018,4,2018.4/4,56.3,63.7,1727.0,58.2,1242.0,2968.0,3.2,68.0,3.6,65.5,72.5,49.1,2.5,47.8,55.1,17.700000000000003,18.9,14.413875598086124,18.480861244019138,43.42105263157895,91.08851674641149,78.94736842105263,55.14354066985646,17.284688995215312,6.4593301435406705,18.600478468899524,18.421052631578945,15.9688995215311,41.6,48.08612440191388
서울,수도권,2018,4,2018.4/4,59.5,65.9,5275.0,62.1,3223.0,8498.0,4.1,71.1,4.1,68.1,73.9,53.9,4.0,51.7,58.4,16.39999999999999,17.199999999999996,16.798418972332016,14.249011857707512,47.17391304347826,92.88537549407114,80.98814229249012,52.786561264822126,21.956521739130437,6.225296442687747,16.857707509881422,16.205533596837945,14.82213438735178,41.7,56.89723320158103
세종,비수도권,2018,4,2018.4/4,62.4,66.2,160.0,63.6,92.0,252.0,1.9,74.4,1.3,73.5,77.1,52.8,2.7,51.3,55.0,22.200000000000003,21.60000000000001,13.375796178343949,10.191082802547772,58.59872611464968,94.26751592356688,83.43949044585987,68.15286624203821,12.738853503184714,2.547770700636943,14.012738853503185,13.375796178343949,14.64968152866242,41.3,67.51592356687898
울산,비수도권,2018,4,2018.4/4,58.8,63.4,598.0,61.6,372.0,971.0,4.5,74.5,5.2,70.6,75.0,48.3,3.5,46.6,50.8,23.999999999999993,26.200000000000003,13.485113835376533,12.609457092819614,47.98598949211909,94.04553415061297,82.83712784588442,59.19439579684763,18.388791593695274,5.253940455341506,14.010507880910684,16.28721541155867,16.81260945709282,42.2,41.68126094570928
인천,수도권,2018,4,2018.4/4,63.2,69.0,1648.0,65.6,864.0,2511.0,3.7,75.9,3.7,73.1,77.9,55.5,3.8,53.5,60.0,19.599999999999994,20.400000000000006,16.078184110970998,13.493064312736443,45.46027742749054,93.63177805800757,79.94955863808323,51.70239596469105,23.3921815889029,4.854981084489282,17.402269861286253,15.447667087011348,15.636822194199244,42.2,42.43379571248423
전남,비수도권,2018,4,2018.4/4,63.5,69.0,994.0,64.6,545.0,1539.0,1.6,73.2,1.7,71.9,75.7,56.2,1.5,55.4,61.6,16.500000000000007,17.0,10.531697341513292,28.016359918200408,37.627811860940696,80.98159509202453,61.34969325153374,38.24130879345603,16.87116564417178,6.237218813905931,29.038854805725972,19.120654396728014,12.781186094069529,40.8,35.37832310838446
전북,비수도권,2018,4,2018.4/4,58.9,64.4,946.0,60.3,622.0,1567.0,2.4,70.8,2.7,68.9,73.3,50.3,1.9,49.3,55.0,19.60000000000001,20.5,10.834236186348862,24.052004333694473,41.06175514626219,84.94041170097508,65.87215601300109,41.71180931744312,16.143011917659805,8.017334777898158,26.11050920910076,21.668472372697725,13.976164680390033,40.2,39.32827735644637
제주,비수도권,2018,4,2018.4/4,68.9,73.5,388.0,70.5,162.0,550.0,2.3,77.5,2.3,75.7,79.2,63.6,2.3,62.1,67.4,13.600000000000001,13.899999999999999,12.928759894459102,19.261213720316622,44.854881266490764,88.39050131926122,64.90765171503958,39.577836411609496,16.886543535620053,8.443271767810026,28.232189973614773,20.316622691292878,19.525065963060687,41.0,47.75725593667546
충남,비수도권,2018,4,2018.4/4,64.1,69.3,1231.0,66.0,634.0,1865.0,2.9,77.1,2.7,75.0,78.7,54.7,3.2,52.9,58.8,22.1,22.39999999999999,14.225941422594143,21.25523012552301,42.42677824267783,86.94560669456067,69.1213389121339,51.38075313807532,11.548117154811715,6.2761506276150625,24.85355648535565,16.317991631799163,17.824267782426777,42.2,36.73640167364017
충북,비수도권,2018,4,2018.4/4,63.4,69.1,898.0,64.6,491.0,1389.0,2.0,75.3,1.9,73.9,78.2,54.0,2.0,52.9,59.3,21.000000000000007,21.299999999999997,15.227272727272728,19.204545454545453,41.590909090909086,88.86363636363637,70.45454545454545,51.02272727272727,15.0,4.431818181818182,23.40909090909091,18.295454545454547,14.545454545454545,41.2,40.0
강원,비수도권,2019,1,2019.1/4,57.7,65.4,796.0,61.1,507.0,1302.0,5.6,68.5,4.7,65.3,72.3,54.0,6.8,50.3,58.3,15.0,14.5,13.715046604527299,20.905459387483354,39.280958721704394,88.68175765645806,68.57523302263648,47.802929427430094,15.446071904127828,5.326231691078561,25.832223701731028,22.37017310252996,17.310252996005325,39.9,41.14513981358189
경기,수도권,2019,1,2019.1/4,60.9,66.9,7075.0,63.6,4050.0,11125.0,4.3,75.1,4.2,71.9,77.4,52.2,4.3,49.9,56.1,22.000000000000007,22.89999999999999,15.209686946249262,12.433549911399881,48.33136444181926,94.40342587123449,78.78027170702894,56.15770821027761,17.247489663319552,5.375073833431778,18.88659184878913,16.228588304784406,15.209686946249262,41.5,49.128765505020674
경남,비수도권,2019,1,2019.1/4,60.6,67.0,1806.0,63.3,1046.0,2852.0,4.4,75.2,4.7,71.7,76.4,51.5,3.9,49.5,56.7,22.200000000000003,23.700000000000003,12.3335263462652,17.486971627099017,45.570353213665314,90.56166763173132,69.31094383323682,50.955414012738856,13.896931094383325,4.45859872611465,25.07237984944991,19.629415170816443,19.10828025477707,41.2,42.32773595830921
경북,비수도권,2019,1,2019.1/4,59.9,66.5,1459.0,63.0,858.0,2317.0,4.9,75.2,4.8,71.6,75.2,50.9,5.0,48.3,57.1,23.299999999999997,24.300000000000004,11.455331412103746,22.83861671469741,40.345821325648416,86.0951008645533,63.25648414985591,44.81268011527377,13.544668587896252,4.899135446685879,29.178674351585016,22.622478386167145,17.507204610951007,40.4,37.60806916426513
광주,비수도권,2019,1,2019.1/4,58.5,64.6,776.0,61.4,487.0,1263.0,4.7,71.3,4.7,68.0,73.2,52.1,4.9,49.6,56.0,18.4,19.199999999999996,15.426251691474965,12.990527740189444,47.902571041948576,93.50473612990527,77.80784844384303,55.88633288227334,17.591339648173207,4.465493910690121,19.621109607577807,16.373477672530445,14.479025710419485,41.6,54.53315290933695
대구,비수도권,2019,1,2019.1/4,57.2,63.7,1256.0,59.7,849.0,2105.0,4.1,69.9,4.4,66.9,71.9,50.0,3.9,48.1,55.5,18.800000000000004,19.900000000000006,13.870431893687707,16.196013289036546,43.604651162790695,92.109634551495,71.67774086378738,48.9202657807309,17.691029900332225,5.149501661129568,23.67109634551495,18.18936877076412,15.53156146179402,41.0,50.16611295681063
대전,비수도권,2019,1,2019.1/4,58.4,64.1,796.0,61.7,495.0,1291.0,5.3,71.8,5.2,68.1,73.0,51.9,5.4,49.0,55.2,19.099999999999994,19.9,16.047745358090186,13.925729442970821,46.684350132625994,93.50132625994695,78.77984084880637,56.233421750663126,16.312997347480106,6.23342175066313,18.96551724137931,16.843501326259947,13.793103448275861,40.8,51.724137931034484
부산,비수도권,2019,1,2019.1/4,55.4,63.3,1726.0,58.2,1239.0,2964.0,4.8,67.7,4.6,64.6,71.6,49.4,5.0,46.9,55.2,17.699999999999996,18.300000000000004,14.181375532562384,17.83323189287888,43.76141205112599,91.661594643944,77.66281192939745,55.81253804017042,15.21606816798539,6.634205721241631,19.72002434570907,18.441874619598295,16.920267802799756,41.4,48.0219111381619
서울,수도권,2019,1,2019.1/4,58.6,65.2,5252.0,61.9,3233.0,8485.0,5.3,71.4,5.3,67.6,73.6,53.2,5.3,50.4,57.3,17.199999999999996,18.200000000000003,17.41753821399839,14.11906677393403,46.64119066773934,93.14159292035397,81.33547868061143,54.706355591311336,21.098149637972647,5.510860820595334,16.733708769107,15.506838294448913,14.360418342719228,41.4,57.80370072405471
세종,비수도권,2019,1,2019.1/4,61.5,65.4,164.0,63.2,95.0,259.0,2.8,74.7,2.2,73.0,76.7,51.8,3.4,50.1,53.9,22.9,22.900000000000006,12.578616352201259,10.062893081761008,58.490566037735846,94.33962264150944,83.01886792452831,69.18238993710692,11.949685534591195,1.8867924528301887,14.465408805031446,14.465408805031446,13.836477987421384,40.4,67.9245283018868
울산,비수도권,2019,1,2019.1/4,57.6,62.5,589.0,60.8,379.0,969.0,5.3,73.3,5.8,69.0,73.8,47.9,4.4,45.8,50.2,23.200000000000003,25.4,13.082437275985665,12.007168458781361,48.2078853046595,94.44444444444444,81.89964157706093,60.0358422939068,17.741935483870968,4.121863799283155,15.232974910394265,16.129032258064516,16.129032258064516,41.9,43.727598566308245
인천,수도권,2019,1,2019.1/4,61.9,68.2,1638.0,65.0,880.0,2519.0,4.9,75.2,5.1,71.4,76.4,55.1,4.6,52.6,59.8,18.800000000000004,20.1,16.046213093709884,12.965340179717586,45.892169448010264,94.22336328626444,79.84595635430038,53.01668806161746,22.33632862644416,4.492939666238768,17.58664955070603,15.340179717586649,16.110397946084724,41.8,43.838254172015404
전남,비수도권,2019,1,2019.1/4,61.9,67.7,980.0,63.7,558.0,1537.0,2.8,72.7,2.8,70.6,74.4,55.0,2.9,53.4,60.2,17.199999999999996,17.700000000000003,9.558823529411764,27.941176470588236,37.71008403361344,81.40756302521008,60.60924369747899,39.705882352941174,16.386554621848738,4.516806722689076,29.831932773109244,24.054621848739497,11.449579831932773,38.9,35.819327731092436
전북,비수도권,2019,1,2019.1/4,57.6,63.6,934.0,59.6,632.0,1565.0,3.3,70.2,3.5,67.8,71.9,49.5,3.1,47.9,54.9,19.9,20.700000000000003,10.864745011086473,23.503325942350333,41.46341463414634,85.58758314855875,67.51662971175166,44.345898004434595,15.96452328159645,7.206208425720622,26.274944567627497,25.609756097560975,12.86031042128603,38.4,40.35476718403548
제주,비수도권,2019,1,2019.1/4,67.8,72.2,385.0,69.6,169.0,554.0,2.6,77.8,2.4,76.0,79.4,61.4,2.7,59.7,64.7,16.299999999999997,16.4,13.333333333333334,19.2,44.800000000000004,88.53333333333333,64.8,39.733333333333334,16.8,8.266666666666666,29.06666666666667,22.666666666666664,18.666666666666668,39.9,49.06666666666666
충남,비수도권,2019,1,2019.1/4,61.8,68.9,1192.0,63.7,679.0,1870.0,3.0,75.4,2.5,73.5,78.9,51.8,3.6,49.9,57.7,23.6,23.60000000000001,15.989628349178911,18.409680207433016,43.12878133102852,89.45548833189282,70.70008643042351,53.50043215211755,11.66810717372515,5.445116681071737,23.509075194468455,19.101123595505616,17.372515125324114,41.1,37.68366464995678
충북,비수도권,2019,1,2019.1/4,61.0,67.5,880.0,63.1,514.0,1393.0,3.3,73.5,3.4,71.0,75.8,52.7,3.3,51.0,58.6,20.0,20.799999999999997,14.941176470588236,18.11764705882353,42.705882352941174,90.0,71.6470588235294,53.88235294117647,14.117647058823529,3.7647058823529407,23.058823529411764,19.88235294117647,14.117647058823529,40.1,42.0
강원,비수도권,2019,2,2019.2/4,64.0,69.1,863.0,66.2,440.0,1302.0,3.3,74.3,3.8,71.5,76.0,58.5,2.8,56.8,61.9,14.700000000000003,15.799999999999997,12.11031175059952,25.899280575539567,36.57074340527578,84.17266187050359,66.30695443645084,43.645083932853716,17.985611510791365,4.796163069544365,26.378896882494008,21.58273381294964,17.62589928057554,40.7,37.76978417266187
경기,수도권,2019,2,2019.2/4,62.4,68.0,7285.0,65.0,3921.0,11206.0,4.0,76.1,4.0,73.0,77.9,54.1,4.0,51.9,57.8,21.1,21.999999999999993,15.072215072215073,13.713713713713712,47.19004719004719,93.53639353639353,78.06377806377807,54.3972543972544,17.975117975117975,5.691405691405691,19.31931931931932,17.28871728871729,15.129415129415131,41.2,48.30544830544831
경남,비수도권,2019,2,2019.2/4,61.4,66.9,1833.0,64.2,1020.0,2853.0,4.5,75.7,4.9,72.0,76.5,52.8,3.8,50.8,56.6,21.200000000000003,22.900000000000006,12.050256996002284,19.41747572815534,43.974871501998855,89.14905768132496,68.93203883495146,49.0005711022273,16.333523700742433,3.6550542547115934,25.185608223872073,19.87435750999429,19.588806396344946,41.6,40.60536836093661
경북,비수도권,2019,2,2019.2/4,61.9,67.4,1503.0,64.8,815.0,2318.0,4.5,75.9,5.2,71.9,75.5,53.9,3.4,52.1,58.6,19.800000000000004,22.000000000000007,11.07242339832869,25.41782729805014,38.64902506963788,84.19220055710306,62.46518105849582,42.618384401114206,14.484679665738161,5.362116991643454,28.133704735376046,17.757660167130922,19.637883008356546,42.3,36.28133704735376
광주,비수도권,2019,2,2019.2/4,59.2,64.1,780.0,61.7,484.0,1264.0,4.0,71.4,4.0,68.6,73.0,52.5,4.0,50.4,55.3,18.199999999999996,18.900000000000006,14.819759679572764,14.819759679572764,46.86248331108144,91.58878504672897,77.97062750333778,54.73965287049399,18.958611481975968,4.2723631508678235,19.359145527369826,18.55807743658211,13.084112149532709,40.8,54.47263017356475
대구,비수도권,2019,2,2019.2/4,58.3,64.4,1283.0,61.0,822.0,2105.0,4.3,71.0,4.6,67.7,72.7,51.5,4.0,49.5,56.2,18.200000000000003,19.5,14.65798045602606,17.18241042345277,42.671009771986974,91.20521172638436,72.39413680781759,50.0814332247557,17.42671009771987,4.88599348534202,22.964169381107492,18.973941368078176,14.169381107491857,40.9,50.1628664495114
대전,비수도권,2019,2,2019.2/4,59.1,64.3,802.0,62.1,489.0,1291.0,4.8,72.1,4.7,68.7,73.2,52.4,4.9,49.9,55.4,18.800000000000004,19.699999999999996,15.837696335078533,14.921465968586386,45.811518324607334,92.40837696335078,78.53403141361257,57.460732984293195,16.230366492146597,4.712041884816754,18.979057591623036,17.539267015706805,13.874345549738221,41.0,50.39267015706807
부산,비수도권,2019,2,2019.2/4,56.5,63.9,1745.0,58.9,1216.0,2962.0,4.2,68.1,4.4,65.1,71.9,50.4,3.9,48.4,56.1,16.699999999999996,17.699999999999996,14.413875598086124,18.839712918660286,42.64354066985646,90.66985645933015,77.33253588516746,54.54545454545454,16.148325358851675,6.638755980861244,19.916267942583733,19.37799043062201,15.669856459330145,41.0,47.547846889952154
서울,수도권,2019,2,2019.2/4,60.1,66.3,5355.0,63.2,3121.0,8476.0,4.8,72.6,5.2,68.8,74.6,54.6,4.3,52.2,58.6,16.599999999999994,17.999999999999993,16.830129462534327,15.241271086700667,46.15535504119263,92.17340133385642,81.79678305217732,55.10003923107101,20.94939191839937,5.766967438211063,16.24166339741075,17.22244017261671,13.828952530404079,41.1,57.96390741467242
세종,비수도권,2019,2,2019.2/4,62.9,66.0,171.0,64.5,94.0,265.0,2.4,75.9,2.0,74.4,77.4,53.1,3.0,51.5,54.2,22.900000000000006,22.800000000000004,12.574850299401197,11.377245508982035,57.48502994011976,93.41317365269461,81.437125748503,67.06586826347305,12.574850299401197,1.7964071856287425,15.568862275449103,14.37125748502994,15.568862275449103,41.1,67.06586826347305
울산,비수도권,2019,2,2019.2/4,59.3,64.0,601.0,62.1,366.0,967.0,4.5,74.8,4.8,71.3,75.8,48.9,4.2,46.9,51.3,24.4,25.9,12.717770034843207,13.066202090592336,47.5609756097561,93.72822299651567,81.8815331010453,59.23344947735192,18.641114982578397,3.8327526132404177,15.33101045296167,16.202090592334496,15.156794425087108,41.9,43.72822299651568
인천,수도권,2019,2,2019.2/4,63.0,68.7,1669.0,66.1,858.0,2526.0,4.6,75.8,4.6,72.4,77.1,56.5,4.6,53.9,60.1,18.500000000000007,19.299999999999997,15.891959798994975,14.321608040201006,45.10050251256281,93.09045226130654,79.83668341708542,51.75879396984925,23.618090452261306,4.459798994974874,17.587939698492463,16.08040201005025,16.268844221105528,41.7,43.71859296482412
전남,비수도권,2019,2,2019.2/4,63.3,67.8,1007.0,65.5,529.0,1536.0,3.3,74.5,3.7,71.7,75.1,56.8,2.9,55.1,59.9,16.6,17.700000000000003,9.249743062692703,29.701952723535456,36.07399794450154,79.75334018499485,61.87050359712231,37.92394655704008,19.013360739979447,4.933196300102774,28.57142857142857,19.013360739979447,13.771839671120247,40.7,35.35457348406988
전북,비수도권,2019,2,2019.2/4,60.1,65.0,965.0,61.7,598.0,1564.0,2.6,70.7,3.1,68.5,72.3,53.1,2.1,52.0,57.2,16.5,17.6,11.27659574468085,25.53191489361702,39.25531914893617,83.61702127659575,66.48936170212765,42.340425531914896,17.340425531914892,6.914893617021277,25.638297872340427,21.70212765957447,14.148936170212767,40.1,39.57446808510638
제주,비수도권,2019,2,2019.2/4,68.5,72.3,390.0,70.1,167.0,557.0,2.3,77.7,2.2,76.0,79.2,62.5,2.4,61.0,65.1,15.0,15.200000000000003,12.860892388451445,20.47244094488189,43.569553805774284,87.66404199475065,64.82939632545933,39.89501312335958,17.322834645669293,7.874015748031496,29.658792650918635,23.097112860892388,17.322834645669293,40.0,48.031496062992126
충남,비수도권,2019,2,2019.2/4,64.8,69.8,1256.0,66.9,620.0,1876.0,3.2,77.5,3.0,75.2,79.0,56.1,3.5,54.1,59.6,21.1,21.4,14.144736842105262,22.039473684210524,41.44736842105263,86.43092105263158,67.10526315789474,49.588815789473685,11.759868421052632,5.756578947368421,25.411184210526315,16.69407894736842,18.667763157894736,42.2,36.59539473684211
충북,비수도권,2019,2,2019.2/4,63.7,68.6,925.0,66.1,474.0,1398.0,3.7,75.8,4.2,72.6,76.1,56.4,3.0,54.7,60.5,17.89999999999999,19.4,14.14141414141414,20.98765432098765,41.07744107744108,87.42985409652077,71.15600448933782,51.515151515151516,15.151515151515152,4.489337822671156,22.10998877665544,18.6307519640853,14.927048260381593,41.1,40.85297418630752
